"범죄별(1)","범죄별(2)",범죄별(3),발생지역별(1),2020
"특별법범 (건)","도로교통법(무면허운전)",소계,충남,979
"특별법범 (건)","도로교통법(무면허운전)",소계,전북,528
"특별법범 (건)","도로교통법(무면허운전)",소계,전남,849
"특별법범 (건)","도로교통법(무면허운전)",소계,경북,1338
"특별법범 (건)","도로교통법(무면허운전)",소계,경남,1609
"특별법범 (건)","도로교통법(무면허운전)",소계,제주,330
"특별법범 (건)","도로교통법(사고후미조치)",소계,계,11717
"특별법범 (건)","도로교통법(사고후미조치)",소계,서울,932
"특별법범 (건)","도로교통법(사고후미조치)",소계,부산,306
"특별법범 (건)","도로교통법(사고후미조치)",소계,대구,579
"특별법범 (건)","도로교통법(사고후미조치)",소계,인천,437
"특별법범 (건)","도로교통법(사고후미조치)",소계,광주,428
"특별법범 (건)","도로교통법(사고후미조치)",소계,대전,108
"특별법범 (건)","도로교통법(사고후미조치)",소계,울산,208
"특별법범 (건)","도로교통법(사고후미조치)",소계,세종,42
"특별법범 (건)","도로교통법(사고후미조치)",소계,경기,4471
"특별법범 (건)","도로교통법(사고후미조치)",소계,강원,360
"특별법범 (건)","도로교통법(사고후미조치)",소계,충북,308
"특별법범 (건)","도로교통법(사고후미조치)",소계,충남,529
"특별법범 (건)","도로교통법(사고후미조치)",소계,전북,346
"특별법범 (건)","도로교통법(사고후미조치)",소계,전남,822
"특별법범 (건)","도로교통법(사고후미조치)",소계,경북,627
"특별법범 (건)","도로교통법(사고후미조치)",소계,경남,894
"특별법범 (건)","도로교통법(사고후미조치)",소계,제주,320
"특별법범 (건)","도로교통법(음주운전)",소계,계,95569
"특별법범 (건)","도로교통법(음주운전)",소계,서울,10524
"특별법범 (건)","도로교통법(음주운전)",소계,부산,3948
"특별법범 (건)","도로교통법(음주운전)",소계,대구,4219
"특별법범 (건)","도로교통법(음주운전)",소계,인천,5027
"특별법범 (건)","도로교통법(음주운전)",소계,광주,3592
"특별법범 (건)","도로교통법(음주운전)",소계,대전,2414
"특별법범 (건)","도로교통법(음주운전)",소계,울산,1735
"특별법범 (건)","도로교통법(음주운전)",소계,세종,416
"특별법범 (건)","도로교통법(음주운전)",소계,경기,26856
"특별법범 (건)","도로교통법(음주운전)",소계,강원,3525
"특별법범 (건)","도로교통법(음주운전)",소계,충북,3580
"특별법범 (건)","도로교통법(음주운전)",소계,충남,5418
"특별법범 (건)","도로교통법(음주운전)",소계,전북,3423
"특별법범 (건)","도로교통법(음주운전)",소계,전남,4558
"특별법범 (건)","도로교통법(음주운전)",소계,경북,6054
"특별법범 (건)","도로교통법(음주운전)",소계,경남,8542
"특별법범 (건)","도로교통법(음주운전)",소계,제주,1738
"특별법범 (건)","도로교통법(음주측정거부)",소계,계,2926
"특별법범 (건)","도로교통법(음주측정거부)",소계,서울,313
"특별법범 (건)","도로교통법(음주측정거부)",소계,부산,116
"특별법범 (건)","도로교통법(음주측정거부)",소계,대구,114
"특별법범 (건)","도로교통법(음주측정거부)",소계,인천,128
"특별법범 (건)","도로교통법(음주측정거부)",소계,광주,80
"특별법범 (건)","도로교통법(음주측정거부)",소계,대전,53
"특별법범 (건)","도로교통법(음주측정거부)",소계,울산,45
"특별법범 (건)","도로교통법(음주측정거부)",소계,세종,17
"특별법범 (건)","도로교통법(음주측정거부)",소계,경기,701
"특별법범 (건)","도로교통법(음주측정거부)",소계,강원,142
"특별법범 (건)","도로교통법(음주측정거부)",소계,충북,121
"특별법범 (건)","도로교통법(음주측정거부)",소계,충남,210
"특별법범 (건)","도로교통법(음주측정거부)",소계,전북,134
"특별법범 (건)","도로교통법(음주측정거부)",소계,전남,168
"특별법범 (건)","도로교통법(음주측정거부)",소계,경북,208
"특별법범 (건)","도로교통법(음주측정거부)",소계,경남,302
"특별법범 (건)","도로교통법(음주측정거부)",소계,제주,74
"특별법범 (건)","도로법",소계,계,2117
"특별법범 (건)","도로법",소계,서울,107
"특별법범 (건)","도로법",소계,부산,78
"특별법범 (건)","도로법",소계,대구,35
"특별법범 (건)","도로법",소계,인천,205
"특별법범 (건)","도로법",소계,광주,24
"특별법범 (건)","도로법",소계,대전,25
"특별법범 (건)","도로법",소계,울산,23
"특별법범 (건)","도로법",소계,세종,1
"특별법범 (건)","도로법",소계,경기,706
"특별법범 (건)","도로법",소계,강원,98
"특별법범 (건)","도로법",소계,충북,31
"특별법범 (건)","도로법",소계,충남,256
"특별법범 (건)","도로법",소계,전북,114
"특별법범 (건)","도로법",소계,전남,60
"특별법범 (건)","도로법",소계,경북,118
"특별법범 (건)","도로법",소계,경남,228
"특별법범 (건)","도로법",소계,제주,8
"특별법범 (건)","도시 및 주거환경 정비법",소계,계,471
"특별법범 (건)","도시 및 주거환경 정비법",소계,서울,172
"특별법범 (건)","도시 및 주거환경 정비법",소계,부산,72
"특별법범 (건)","도시 및 주거환경 정비법",소계,대구,24
"특별법범 (건)","도시 및 주거환경 정비법",소계,인천,11
"특별법범 (건)","도시 및 주거환경 정비법",소계,광주,18
"특별법범 (건)","도시 및 주거환경 정비법",소계,대전,20
"특별법범 (건)","도시 및 주거환경 정비법",소계,울산,4
"특별법범 (건)","도시 및 주거환경 정비법",소계,세종,-
"특별법범 (건)","도시 및 주거환경 정비법",소계,경기,89
"특별법범 (건)","도시 및 주거환경 정비법",소계,강원,8
"특별법범 (건)","도시 및 주거환경 정비법",소계,충북,14
"특별법범 (건)","도시 및 주거환경 정비법",소계,충남,3
"특별법범 (건)","도시 및 주거환경 정비법",소계,전북,11
"특별법범 (건)","도시 및 주거환경 정비법",소계,전남,3
"특별법범 (건)","도시 및 주거환경 정비법",소계,경북,5
"특별법범 (건)","도시 및 주거환경 정비법",소계,경남,17
"특별법범 (건)","도시 및 주거환경 정비법",소계,제주,-
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,계,35
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,서울,22
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,부산,-
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,대구,1
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,인천,-
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,광주,-
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,대전,1
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,울산,-
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,세종,-
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,경기,4
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,강원,-
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,충북,-
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,충남,5
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,전북,-
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,전남,2
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,경북,-
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,경남,-
"특별법범 (건)","독점규제 및 공정거래에 관한법률",소계,제주,-
"특별법범 (건)","디자인보호법",소계,계,460
"특별법범 (건)","디자인보호법",소계,서울,94
"특별법범 (건)","디자인보호법",소계,부산,42
"특별법범 (건)","디자인보호법",소계,대구,16
"특별법범 (건)","디자인보호법",소계,인천,50
"특별법범 (건)","디자인보호법",소계,광주,2
"특별법범 (건)","디자인보호법",소계,대전,39
"특별법범 (건)","디자인보호법",소계,울산,4
"특별법범 (건)","디자인보호법",소계,세종,-
"특별법범 (건)","디자인보호법",소계,경기,166
"특별법범 (건)","디자인보호법",소계,강원,3
"특별법범 (건)","디자인보호법",소계,충북,4
"특별법범 (건)","디자인보호법",소계,충남,11
"특별법범 (건)","디자인보호법",소계,전북,8
"특별법범 (건)","디자인보호법",소계,전남,3
"특별법범 (건)","디자인보호법",소계,경북,5
"특별법범 (건)","디자인보호법",소계,경남,13
"특별법범 (건)","디자인보호법",소계,제주,-
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,계,1790
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,서울,749
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,부산,153
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,대구,29
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,인천,314
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,광주,32
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,대전,18
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,울산,5
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,세종,2
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,경기,281
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,강원,20
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,충북,16
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,충남,36
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,전북,14
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,전남,19
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,경북,34
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,경남,62
"특별법범 (건)","마약류 관리에 관한법률(대마)",소계,제주,6
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,계,1899
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,서울,66
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,부산,38
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,대구,30
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,인천,31
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,광주,12
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,대전,5
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,울산,4
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,세종,15
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,경기,453
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,강원,191
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,충북,211
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,충남,192
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,전북,38
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,전남,154
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,경북,239
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,경남,214
"특별법범 (건)","마약류 관리에 관한법률(마약)",소계,제주,6
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,계,6916
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,서울,1753
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,부산,946
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,대구,339
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,인천,769
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,광주,120
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,대전,144
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,울산,50
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,세종,20
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,경기,1465
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,강원,108
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,충북,122
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,충남,198
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,전북,90
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,전남,76
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,경북,210
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,경남,475
"특별법범 (건)","마약류 관리에 관한법률(향정)",소계,제주,31
"특별법범 (건)","물환경보전법",소계,계,668
"특별법범 (건)","물환경보전법",소계,서울,28
"특별법범 (건)","물환경보전법",소계,부산,20
"특별법범 (건)","물환경보전법",소계,대구,19
"특별법범 (건)","물환경보전법",소계,인천,25
"특별법범 (건)","물환경보전법",소계,광주,10
"특별법범 (건)","물환경보전법",소계,대전,8
"특별법범 (건)","물환경보전법",소계,울산,19
"특별법범 (건)","물환경보전법",소계,세종,5
"특별법범 (건)","물환경보전법",소계,경기,260
"특별법범 (건)","물환경보전법",소계,강원,24
"특별법범 (건)","물환경보전법",소계,충북,18
"특별법범 (건)","물환경보전법",소계,충남,35
"특별법범 (건)","물환경보전법",소계,전북,40
"특별법범 (건)","물환경보전법",소계,전남,25
"특별법범 (건)","물환경보전법",소계,경북,43
"특별법범 (건)","물환경보전법",소계,경남,89
"특별법범 (건)","물환경보전법",소계,제주,-
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,계,79
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,서울,-
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,부산,-
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,대구,-
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,인천,2
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,광주,-
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,대전,-
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,울산,-
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,세종,-
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,경기,2
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,강원,-
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,충북,-
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,충남,2
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,전북,21
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,전남,52
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,경북,-
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,경남,-
"특별법범 (건)","배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률",소계,제주,-
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,계,296
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,서울,62
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,부산,63
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,대구,28
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,인천,7
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,광주,5
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,대전,3
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,울산,2
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,세종,-
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,경기,72
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,강원,8
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,충북,3
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,충남,6
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,전북,11
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,전남,8
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,경북,6
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,경남,12
"특별법범 (건)","범죄수익 은닉의 규제 및 처벌 등에 관한법률",소계,제주,-
"특별법범 (건)","변호사법",소계,계,459
"특별법범 (건)","변호사법",소계,서울,160
"특별법범 (건)","변호사법",소계,부산,28
"특별법범 (건)","변호사법",소계,대구,22
"특별법범 (건)","변호사법",소계,인천,17
"특별법범 (건)","변호사법",소계,광주,30
"특별법범 (건)","변호사법",소계,대전,10
"특별법범 (건)","변호사법",소계,울산,6
"특별법범 (건)","변호사법",소계,세종,2
"특별법범 (건)","변호사법",소계,경기,94
"특별법범 (건)","변호사법",소계,강원,7
"특별법범 (건)","변호사법",소계,충북,12
"특별법범 (건)","변호사법",소계,충남,14
"특별법범 (건)","변호사법",소계,전북,12
"특별법범 (건)","변호사법",소계,전남,11
"특별법범 (건)","변호사법",소계,경북,8
"특별법범 (건)","변호사법",소계,경남,21
"특별법범 (건)","변호사법",소계,제주,5
"특별법범 (건)","병역법",소계,계,2063
"특별법범 (건)","병역법",소계,서울,447
"특별법범 (건)","병역법",소계,부산,102
"특별법범 (건)","병역법",소계,대구,98
"특별법범 (건)","병역법",소계,인천,141
"특별법범 (건)","병역법",소계,광주,56
"특별법범 (건)","병역법",소계,대전,61
"특별법범 (건)","병역법",소계,울산,19
"특별법범 (건)","병역법",소계,세종,7
"특별법범 (건)","병역법",소계,경기,498
"특별법범 (건)","병역법",소계,강원,50
"특별법범 (건)","병역법",소계,충북,76
"특별법범 (건)","병역법",소계,충남,90
"특별법범 (건)","병역법",소계,전북,63
"특별법범 (건)","병역법",소계,전남,67
"특별법범 (건)","병역법",소계,경북,117
"특별법범 (건)","병역법",소계,경남,156
"특별법범 (건)","병역법",소계,제주,15
"특별법범 (건)","보조금관리에 관한법률",소계,계,1066
"특별법범 (건)","보조금관리에 관한법률",소계,서울,92
"특별법범 (건)","보조금관리에 관한법률",소계,부산,75
"특별법범 (건)","보조금관리에 관한법률",소계,대구,33
"특별법범 (건)","보조금관리에 관한법률",소계,인천,22
"특별법범 (건)","보조금관리에 관한법률",소계,광주,23
"특별법범 (건)","보조금관리에 관한법률",소계,대전,33
"특별법범 (건)","보조금관리에 관한법률",소계,울산,20
"특별법범 (건)","보조금관리에 관한법률",소계,세종,4
"특별법범 (건)","보조금관리에 관한법률",소계,경기,263
"특별법범 (건)","보조금관리에 관한법률",소계,강원,26
"특별법범 (건)","보조금관리에 관한법률",소계,충북,34
"특별법범 (건)","보조금관리에 관한법률",소계,충남,100
"특별법범 (건)","보조금관리에 관한법률",소계,전북,39
"특별법범 (건)","보조금관리에 관한법률",소계,전남,98
"특별법범 (건)","보조금관리에 관한법률",소계,경북,94
"특별법범 (건)","보조금관리에 관한법률",소계,경남,105
"특별법범 (건)","보조금관리에 관한법률",소계,제주,5
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,계,475
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,서울,87
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,부산,43
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,대구,23
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,인천,16
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,광주,8
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,대전,9
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,울산,8
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,세종,4
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,경기,111
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,강원,26
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,충북,17
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,충남,25
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,전북,12
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,전남,16
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,경북,12
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,경남,42
"특별법범 (건)","부동산 실권리자 명의 등기에 관한법률",소계,제주,16
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,계,674
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,서울,240
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,부산,31
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,대구,23
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,인천,27
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,광주,6
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,대전,55
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,울산,7
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,세종,3
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,경기,167
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,강원,7
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,충북,12
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,충남,20
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,전북,11
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,전남,6
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,경북,19
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,경남,30
"특별법범 (건)","부정경쟁방지 및 영업비밀 보호에 관한법률",소계,제주,10
"특별법범 (건)","부정수표단속법",소계,계,850
"특별법범 (건)","부정수표단속법",소계,서울,218
"특별법범 (건)","부정수표단속법",소계,부산,107
"특별법범 (건)","부정수표단속법",소계,대구,94
"특별법범 (건)","부정수표단속법",소계,인천,28
"특별법범 (건)","부정수표단속법",소계,광주,20
"특별법범 (건)","부정수표단속법",소계,대전,7
"특별법범 (건)","부정수표단속법",소계,울산,-
"특별법범 (건)","부정수표단속법",소계,세종,8
"특별법범 (건)","부정수표단속법",소계,경기,173
"특별법범 (건)","부정수표단속법",소계,강원,21
"특별법범 (건)","부정수표단속법",소계,충북,53
"특별법범 (건)","부정수표단속법",소계,충남,16
"특별법범 (건)","부정수표단속법",소계,전북,4
"특별법범 (건)","부정수표단속법",소계,전남,15
"특별법범 (건)","부정수표단속법",소계,경북,27
"특별법범 (건)","부정수표단속법",소계,경남,56
"특별법범 (건)","부정수표단속법",소계,제주,3
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,계,263
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,서울,41
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,부산,10
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,대구,7
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,인천,13
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,광주,12
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,대전,38
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,울산,-
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,세종,3
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,경기,43
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,강원,2
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,충북,11
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,충남,16
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,전북,4
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,전남,4
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,경북,9
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,경남,50
"특별법범 (건)","사행행위 등 규제 및 처벌특례법",소계,제주,-
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,계,880
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,서울,25
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,부산,8
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,대구,8
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,인천,24
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,광주,6
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,대전,14
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,울산,2
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,세종,3
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,경기,80
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,강원,125
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,충북,84
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,충남,100
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,전북,116
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,전남,62
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,경북,167
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,경남,53
"특별법범 (건)","산림자원의 조성 및 관리에 관한법률",소계,제주,3
"특별법범 (건)","산업안전보건법",소계,계,4847
"특별법범 (건)","산업안전보건법",소계,서울,594
"특별법범 (건)","산업안전보건법",소계,부산,305
"특별법범 (건)","산업안전보건법",소계,대구,279
"특별법범 (건)","산업안전보건법",소계,인천,2
"특별법범 (건)","산업안전보건법",소계,광주,242
"특별법범 (건)","산업안전보건법",소계,대전,5
"특별법범 (건)","산업안전보건법",소계,울산,174
"특별법범 (건)","산업안전보건법",소계,세종,-
"특별법범 (건)","산업안전보건법",소계,경기,1590
"특별법범 (건)","산업안전보건법",소계,강원,224
"특별법범 (건)","산업안전보건법",소계,충북,187
"특별법범 (건)","산업안전보건법",소계,충남,340
"특별법범 (건)","산업안전보건법",소계,전북,197
"특별법범 (건)","산업안전보건법",소계,전남,167
"특별법범 (건)","산업안전보건법",소계,경북,173
"특별법범 (건)","산업안전보건법",소계,경남,368
"특별법범 (건)","산업안전보건법",소계,제주,-
"특별법범 (건)","산지관리법",소계,계,2594
"특별법범 (건)","산지관리법",소계,서울,14
"특별법범 (건)","산지관리법",소계,부산,19
"특별법범 (건)","산지관리법",소계,대구,6
"특별법범 (건)","산지관리법",소계,인천,48
"특별법범 (건)","산지관리법",소계,광주,1
"특별법범 (건)","산지관리법",소계,대전,8
"특별법범 (건)","산지관리법",소계,울산,13
"특별법범 (건)","산지관리법",소계,세종,38
"특별법범 (건)","산지관리법",소계,경기,532
"특별법범 (건)","산지관리법",소계,강원,363
"특별법범 (건)","산지관리법",소계,충북,214
"특별법범 (건)","산지관리법",소계,충남,416
"특별법범 (건)","산지관리법",소계,전북,241
"특별법범 (건)","산지관리법",소계,전남,176
"특별법범 (건)","산지관리법",소계,경북,293
"특별법범 (건)","산지관리법",소계,경남,211
"특별법범 (건)","산지관리법",소계,제주,1
"특별법범 (건)","상표법",소계,계,3078
"특별법범 (건)","상표법",소계,서울,966
"특별법범 (건)","상표법",소계,부산,354
"특별법범 (건)","상표법",소계,대구,155
"특별법범 (건)","상표법",소계,인천,376
"특별법범 (건)","상표법",소계,광주,33
"특별법범 (건)","상표법",소계,대전,260
"특별법범 (건)","상표법",소계,울산,14
"특별법범 (건)","상표법",소계,세종,4
"특별법범 (건)","상표법",소계,경기,538
"특별법범 (건)","상표법",소계,강원,45
"특별법범 (건)","상표법",소계,충북,39
