"범죄별(1)","범죄별(2)",범죄별(3),발생지역별(1),2020
"형법범 (건)","기타형법범죄",신용업무경매,강원,660
"형법범 (건)","기타형법범죄",신용업무경매,충북,565
"형법범 (건)","기타형법범죄",신용업무경매,충남,826
"형법범 (건)","기타형법범죄",신용업무경매,전북,477
"형법범 (건)","기타형법범죄",신용업무경매,전남,784
"형법범 (건)","기타형법범죄",신용업무경매,경북,817
"형법범 (건)","기타형법범죄",신용업무경매,경남,1342
"형법범 (건)","기타형법범죄",신용업무경매,제주,584
"형법범 (건)","기타형법범죄",주거침입,계,18342
"형법범 (건)","기타형법범죄",주거침입,서울,4198
"형법범 (건)","기타형법범죄",주거침입,부산,1078
"형법범 (건)","기타형법범죄",주거침입,대구,679
"형법범 (건)","기타형법범죄",주거침입,인천,1051
"형법범 (건)","기타형법범죄",주거침입,광주,369
"형법범 (건)","기타형법범죄",주거침입,대전,430
"형법범 (건)","기타형법범죄",주거침입,울산,188
"형법범 (건)","기타형법범죄",주거침입,세종,67
"형법범 (건)","기타형법범죄",주거침입,경기,4497
"형법범 (건)","기타형법범죄",주거침입,강원,657
"형법범 (건)","기타형법범죄",주거침입,충북,549
"형법범 (건)","기타형법범죄",주거침입,충남,749
"형법범 (건)","기타형법범죄",주거침입,전북,603
"형법범 (건)","기타형법범죄",주거침입,전남,586
"형법범 (건)","기타형법범죄",주거침입,경북,746
"형법범 (건)","기타형법범죄",주거침입,경남,1180
"형법범 (건)","기타형법범죄",주거침입,제주,715
"형법범 (건)","기타형법범죄",비밀침해,계,151
"형법범 (건)","기타형법범죄",비밀침해,서울,33
"형법범 (건)","기타형법범죄",비밀침해,부산,13
"형법범 (건)","기타형법범죄",비밀침해,대구,7
"형법범 (건)","기타형법범죄",비밀침해,인천,11
"형법범 (건)","기타형법범죄",비밀침해,광주,8
"형법범 (건)","기타형법범죄",비밀침해,대전,7
"형법범 (건)","기타형법범죄",비밀침해,울산,3
"형법범 (건)","기타형법범죄",비밀침해,세종,-
"형법범 (건)","기타형법범죄",비밀침해,경기,24
"형법범 (건)","기타형법범죄",비밀침해,강원,1
"형법범 (건)","기타형법범죄",비밀침해,충북,5
"형법범 (건)","기타형법범죄",비밀침해,충남,5
"형법범 (건)","기타형법범죄",비밀침해,전북,8
"형법범 (건)","기타형법범죄",비밀침해,전남,8
"형법범 (건)","기타형법범죄",비밀침해,경북,9
"형법범 (건)","기타형법범죄",비밀침해,경남,9
"형법범 (건)","기타형법범죄",비밀침해,제주,-
"형법범 (건)","기타형법범죄",유기,계,235
"형법범 (건)","기타형법범죄",유기,서울,119
"형법범 (건)","기타형법범죄",유기,부산,8
"형법범 (건)","기타형법범죄",유기,대구,7
"형법범 (건)","기타형법범죄",유기,인천,5
"형법범 (건)","기타형법범죄",유기,광주,6
"형법범 (건)","기타형법범죄",유기,대전,2
"형법범 (건)","기타형법범죄",유기,울산,3
"형법범 (건)","기타형법범죄",유기,세종,-
"형법범 (건)","기타형법범죄",유기,경기,29
"형법범 (건)","기타형법범죄",유기,강원,3
"형법범 (건)","기타형법범죄",유기,충북,1
"형법범 (건)","기타형법범죄",유기,충남,14
"형법범 (건)","기타형법범죄",유기,전북,3
"형법범 (건)","기타형법범죄",유기,전남,7
"형법범 (건)","기타형법범죄",유기,경북,9
"형법범 (건)","기타형법범죄",유기,경남,17
"형법범 (건)","기타형법범죄",유기,제주,2
"형법범 (건)","기타형법범죄",교통방해,계,1454
"형법범 (건)","기타형법범죄",교통방해,서울,73
"형법범 (건)","기타형법범죄",교통방해,부산,44
"형법범 (건)","기타형법범죄",교통방해,대구,30
"형법범 (건)","기타형법범죄",교통방해,인천,54
"형법범 (건)","기타형법범죄",교통방해,광주,20
"형법범 (건)","기타형법범죄",교통방해,대전,16
"형법범 (건)","기타형법범죄",교통방해,울산,17
"형법범 (건)","기타형법범죄",교통방해,세종,6
"형법범 (건)","기타형법범죄",교통방해,경기,364
"형법범 (건)","기타형법범죄",교통방해,강원,145
"형법범 (건)","기타형법범죄",교통방해,충북,66
"형법범 (건)","기타형법범죄",교통방해,충남,152
"형법범 (건)","기타형법범죄",교통방해,전북,60
"형법범 (건)","기타형법범죄",교통방해,전남,155
"형법범 (건)","기타형법범죄",교통방해,경북,124
"형법범 (건)","기타형법범죄",교통방해,경남,100
"형법범 (건)","기타형법범죄",교통방해,제주,28
"형법범 (건)","기타형법범죄",공무방해,계,11238
"형법범 (건)","기타형법범죄",공무방해,서울,2353
"형법범 (건)","기타형법범죄",공무방해,부산,924
"형법범 (건)","기타형법범죄",공무방해,대구,563
"형법범 (건)","기타형법범죄",공무방해,인천,585
"형법범 (건)","기타형법범죄",공무방해,광주,202
"형법범 (건)","기타형법범죄",공무방해,대전,386
"형법범 (건)","기타형법범죄",공무방해,울산,157
"형법범 (건)","기타형법범죄",공무방해,세종,44
"형법범 (건)","기타형법범죄",공무방해,경기,2330
"형법범 (건)","기타형법범죄",공무방해,강원,383
"형법범 (건)","기타형법범죄",공무방해,충북,306
"형법범 (건)","기타형법범죄",공무방해,충남,496
"형법범 (건)","기타형법범죄",공무방해,전북,289
"형법범 (건)","기타형법범죄",공무방해,전남,422
"형법범 (건)","기타형법범죄",공무방해,경북,477
"형법범 (건)","기타형법범죄",공무방해,경남,1040
"형법범 (건)","기타형법범죄",공무방해,제주,281
"형법범 (건)","기타형법범죄",도주와범인은닉,계,332
"형법범 (건)","기타형법범죄",도주와범인은닉,서울,64
"형법범 (건)","기타형법범죄",도주와범인은닉,부산,26
"형법범 (건)","기타형법범죄",도주와범인은닉,대구,25
"형법범 (건)","기타형법범죄",도주와범인은닉,인천,23
"형법범 (건)","기타형법범죄",도주와범인은닉,광주,15
"형법범 (건)","기타형법범죄",도주와범인은닉,대전,13
"형법범 (건)","기타형법범죄",도주와범인은닉,울산,3
"형법범 (건)","기타형법범죄",도주와범인은닉,세종,-
"형법범 (건)","기타형법범죄",도주와범인은닉,경기,61
"형법범 (건)","기타형법범죄",도주와범인은닉,강원,6
"형법범 (건)","기타형법범죄",도주와범인은닉,충북,8
"형법범 (건)","기타형법범죄",도주와범인은닉,충남,14
"형법범 (건)","기타형법범죄",도주와범인은닉,전북,9
"형법범 (건)","기타형법범죄",도주와범인은닉,전남,18
"형법범 (건)","기타형법범죄",도주와범인은닉,경북,15
"형법범 (건)","기타형법범죄",도주와범인은닉,경남,30
"형법범 (건)","기타형법범죄",도주와범인은닉,제주,2
"형법범 (건)","기타형법범죄",위증과 증거인멸,계,2370
"형법범 (건)","기타형법범죄",위증과 증거인멸,서울,606
"형법범 (건)","기타형법범죄",위증과 증거인멸,부산,177
"형법범 (건)","기타형법범죄",위증과 증거인멸,대구,126
"형법범 (건)","기타형법범죄",위증과 증거인멸,인천,109
"형법범 (건)","기타형법범죄",위증과 증거인멸,광주,99
"형법범 (건)","기타형법범죄",위증과 증거인멸,대전,67
"형법범 (건)","기타형법범죄",위증과 증거인멸,울산,14
"형법범 (건)","기타형법범죄",위증과 증거인멸,세종,5
"형법범 (건)","기타형법범죄",위증과 증거인멸,경기,440
"형법범 (건)","기타형법범죄",위증과 증거인멸,강원,90
"형법범 (건)","기타형법범죄",위증과 증거인멸,충북,65
"형법범 (건)","기타형법범죄",위증과 증거인멸,충남,83
"형법범 (건)","기타형법범죄",위증과 증거인멸,전북,86
"형법범 (건)","기타형법범죄",위증과 증거인멸,전남,116
"형법범 (건)","기타형법범죄",위증과 증거인멸,경북,82
"형법범 (건)","기타형법범죄",위증과 증거인멸,경남,162
"형법범 (건)","기타형법범죄",위증과 증거인멸,제주,43
"형법범 (건)","기타형법범죄",무고,계,5908
"형법범 (건)","기타형법범죄",무고,서울,1396
"형법범 (건)","기타형법범죄",무고,부산,478
"형법범 (건)","기타형법범죄",무고,대구,234
"형법범 (건)","기타형법범죄",무고,인천,270
"형법범 (건)","기타형법범죄",무고,광주,183
"형법범 (건)","기타형법범죄",무고,대전,143
"형법범 (건)","기타형법범죄",무고,울산,41
"형법범 (건)","기타형법범죄",무고,세종,18
"형법범 (건)","기타형법범죄",무고,경기,1345
"형법범 (건)","기타형법범죄",무고,강원,185
"형법범 (건)","기타형법범죄",무고,충북,148
"형법범 (건)","기타형법범죄",무고,충남,254
"형법범 (건)","기타형법범죄",무고,전북,224
"형법범 (건)","기타형법범죄",무고,전남,278
"형법범 (건)","기타형법범죄",무고,경북,234
"형법범 (건)","기타형법범죄",무고,경남,393
"형법범 (건)","기타형법범죄",무고,제주,84
"형법범 (건)","기타형법범죄",공안을 해하는죄,계,185
"형법범 (건)","기타형법범죄",공안을 해하는죄,서울,115
"형법범 (건)","기타형법범죄",공안을 해하는죄,부산,5
"형법범 (건)","기타형법범죄",공안을 해하는죄,대구,6
"형법범 (건)","기타형법범죄",공안을 해하는죄,인천,11
"형법범 (건)","기타형법범죄",공안을 해하는죄,광주,2
"형법범 (건)","기타형법범죄",공안을 해하는죄,대전,4
"형법범 (건)","기타형법범죄",공안을 해하는죄,울산,-
"형법범 (건)","기타형법범죄",공안을 해하는죄,세종,-
"형법범 (건)","기타형법범죄",공안을 해하는죄,경기,27
"형법범 (건)","기타형법범죄",공안을 해하는죄,강원,2
"형법범 (건)","기타형법범죄",공안을 해하는죄,충북,-
"형법범 (건)","기타형법범죄",공안을 해하는죄,충남,1
"형법범 (건)","기타형법범죄",공안을 해하는죄,전북,1
"형법범 (건)","기타형법범죄",공안을 해하는죄,전남,2
"형법범 (건)","기타형법범죄",공안을 해하는죄,경북,1
"형법범 (건)","기타형법범죄",공안을 해하는죄,경남,7
"형법범 (건)","기타형법범죄",공안을 해하는죄,제주,1
"형법범 (건)","기타형법범죄",내란의죄,계,33
"형법범 (건)","기타형법범죄",내란의죄,서울,20
"형법범 (건)","기타형법범죄",내란의죄,부산,1
"형법범 (건)","기타형법범죄",내란의죄,대구,-
"형법범 (건)","기타형법범죄",내란의죄,인천,-
"형법범 (건)","기타형법범죄",내란의죄,광주,3
"형법범 (건)","기타형법범죄",내란의죄,대전,8
"형법범 (건)","기타형법범죄",내란의죄,울산,-
"형법범 (건)","기타형법범죄",내란의죄,세종,-
"형법범 (건)","기타형법범죄",내란의죄,경기,1
"형법범 (건)","기타형법범죄",내란의죄,강원,-
"형법범 (건)","기타형법범죄",내란의죄,충북,-
"형법범 (건)","기타형법범죄",내란의죄,충남,-
"형법범 (건)","기타형법범죄",내란의죄,전북,-
"형법범 (건)","기타형법범죄",내란의죄,전남,-
"형법범 (건)","기타형법범죄",내란의죄,경북,-
"형법범 (건)","기타형법범죄",내란의죄,경남,-
"형법범 (건)","기타형법범죄",내란의죄,제주,-
"형법범 (건)","기타형법범죄",음용수에 관한죄,계,25
"형법범 (건)","기타형법범죄",음용수에 관한죄,서울,3
"형법범 (건)","기타형법범죄",음용수에 관한죄,부산,3
"형법범 (건)","기타형법범죄",음용수에 관한죄,대구,-
"형법범 (건)","기타형법범죄",음용수에 관한죄,인천,-
"형법범 (건)","기타형법범죄",음용수에 관한죄,광주,-
"형법범 (건)","기타형법범죄",음용수에 관한죄,대전,1
"형법범 (건)","기타형법범죄",음용수에 관한죄,울산,-
"형법범 (건)","기타형법범죄",음용수에 관한죄,세종,-
"형법범 (건)","기타형법범죄",음용수에 관한죄,경기,4
"형법범 (건)","기타형법범죄",음용수에 관한죄,강원,2
"형법범 (건)","기타형법범죄",음용수에 관한죄,충북,1
"형법범 (건)","기타형법범죄",음용수에 관한죄,충남,3
"형법범 (건)","기타형법범죄",음용수에 관한죄,전북,-
"형법범 (건)","기타형법범죄",음용수에 관한죄,전남,-
"형법범 (건)","기타형법범죄",음용수에 관한죄,경북,1
"형법범 (건)","기타형법범죄",음용수에 관한죄,경남,6
"형법범 (건)","기타형법범죄",음용수에 관한죄,제주,1
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,계,8
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,서울,-
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,부산,-
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,대구,-
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,인천,-
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,광주,2
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,대전,-
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,울산,-
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,세종,-
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,경기,1
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,강원,1
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,충북,-
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,충남,3
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,전북,-
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,전남,1
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,경북,-
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,경남,-
"형법범 (건)","기타형법범죄",일수와 수리에 관한죄,제주,-
"형법범 (건)","기타형법범죄",기타,계,48
"형법범 (건)","기타형법범죄",기타,서울,14
"형법범 (건)","기타형법범죄",기타,부산,2
"형법범 (건)","기타형법범죄",기타,대구,2
"형법범 (건)","기타형법범죄",기타,인천,4
"형법범 (건)","기타형법범죄",기타,광주,5
"형법범 (건)","기타형법범죄",기타,대전,1
"형법범 (건)","기타형법범죄",기타,울산,-
"형법범 (건)","기타형법범죄",기타,세종,-
"형법범 (건)","기타형법범죄",기타,경기,10
"형법범 (건)","기타형법범죄",기타,강원,1
"형법범 (건)","기타형법범죄",기타,충북,1
"형법범 (건)","기타형법범죄",기타,충남,-
"형법범 (건)","기타형법범죄",기타,전북,3
"형법범 (건)","기타형법범죄",기타,전남,1
"형법범 (건)","기타형법범죄",기타,경북,4
"형법범 (건)","기타형법범죄",기타,경남,-
"형법범 (건)","기타형법범죄",기타,제주,-
"특별법범 (건)","소계",소계,계,670141
"특별법범 (건)","소계",소계,서울,106277
"특별법범 (건)","소계",소계,부산,43781
"특별법범 (건)","소계",소계,대구,30410
"특별법범 (건)","소계",소계,인천,35189
"특별법범 (건)","소계",소계,광주,20691
"특별법범 (건)","소계",소계,대전,16189
"특별법범 (건)","소계",소계,울산,11281
"특별법범 (건)","소계",소계,세종,2452
"특별법범 (건)","소계",소계,경기,173832
"특별법범 (건)","소계",소계,강원,23446
"특별법범 (건)","소계",소계,충북,21674
"특별법범 (건)","소계",소계,충남,31899
"특별법범 (건)","소계",소계,전북,23725
"특별법범 (건)","소계",소계,전남,34026
"특별법범 (건)","소계",소계,경북,36152
"특별법범 (건)","소계",소계,경남,48650
"특별법범 (건)","소계",소계,제주,10467
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,계,402
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,서울,96
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,부산,14
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,대구,47
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,인천,19
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,광주,8
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,대전,16
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,울산,11
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,세종,2
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,경기,93
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,강원,11
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,충북,7
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,충남,25
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,전북,5
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,전남,20
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,경북,11
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,경남,16
"특별법범 (건)","가정폭력 범죄의 처벌등에 관한 특례법",소계,제주,1
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,계,948
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,서울,1
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,부산,8
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,대구,5
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,인천,8
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,광주,4
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,대전,1
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,울산,7
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,세종,6
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,경기,216
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,강원,40
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,충북,44
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,충남,122
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,전북,137
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,전남,115
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,경북,120
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,경남,114
"특별법범 (건)","가축분뇨의 관리 및 이용에 관한법률",소계,제주,-
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,계,2482
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,서울,744
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,부산,226
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,대구,110
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,인천,183
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,광주,92
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,대전,42
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,울산,10
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,세종,22
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,경기,591
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,강원,37
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,충북,47
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,충남,139
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,전북,26
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,전남,48
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,경북,42
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,경남,89
"특별법범 (건)","감염병의 예방 및 관리에 관한법률",소계,제주,34
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,계,673
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,서울,45
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,부산,120
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,대구,19
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,인천,87
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,광주,6
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,대전,9
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,울산,6
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,세종,-
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,경기,329
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,강원,-
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,충북,-
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,충남,2
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,전북,-
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,전남,9
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,경북,1
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,경남,40
"특별법범 (건)","개발제한구역의 지정 및 관리에 관한 특별조치법",소계,제주,-
"특별법범 (건)","개인정보보호법",소계,계,2198
"특별법범 (건)","개인정보보호법",소계,서울,566
"특별법범 (건)","개인정보보호법",소계,부산,172
"특별법범 (건)","개인정보보호법",소계,대구,100
"특별법범 (건)","개인정보보호법",소계,인천,117
"특별법범 (건)","개인정보보호법",소계,광주,96
"특별법범 (건)","개인정보보호법",소계,대전,86
"특별법범 (건)","개인정보보호법",소계,울산,16
"특별법범 (건)","개인정보보호법",소계,세종,12
"특별법범 (건)","개인정보보호법",소계,경기,484
"특별법범 (건)","개인정보보호법",소계,강원,58
"특별법범 (건)","개인정보보호법",소계,충북,56
"특별법범 (건)","개인정보보호법",소계,충남,85
"특별법범 (건)","개인정보보호법",소계,전북,52
"특별법범 (건)","개인정보보호법",소계,전남,73
"특별법범 (건)","개인정보보호법",소계,경북,82
"특별법범 (건)","개인정보보호법",소계,경남,117
"특별법범 (건)","개인정보보호법",소계,제주,26
"특별법범 (건)","건강기능식품에 관한법률",소계,계,239
"특별법범 (건)","건강기능식품에 관한법률",소계,서울,46
"특별법범 (건)","건강기능식품에 관한법률",소계,부산,9
"특별법범 (건)","건강기능식품에 관한법률",소계,대구,25
"특별법범 (건)","건강기능식품에 관한법률",소계,인천,25
"특별법범 (건)","건강기능식품에 관한법률",소계,광주,10
"특별법범 (건)","건강기능식품에 관한법률",소계,대전,1
"특별법범 (건)","건강기능식품에 관한법률",소계,울산,-
"특별법범 (건)","건강기능식품에 관한법률",소계,세종,-
"특별법범 (건)","건강기능식품에 관한법률",소계,경기,87
"특별법범 (건)","건강기능식품에 관한법률",소계,강원,2
"특별법범 (건)","건강기능식품에 관한법률",소계,충북,1
"특별법범 (건)","건강기능식품에 관한법률",소계,충남,1
"특별법범 (건)","건강기능식품에 관한법률",소계,전북,6
"특별법범 (건)","건강기능식품에 관한법률",소계,전남,1
"특별법범 (건)","건강기능식품에 관한법률",소계,경북,7
"특별법범 (건)","건강기능식품에 관한법률",소계,경남,18
"특별법범 (건)","건강기능식품에 관한법률",소계,제주,-
"특별법범 (건)","건설기계관리법",소계,계,333
"특별법범 (건)","건설기계관리법",소계,서울,22
"특별법범 (건)","건설기계관리법",소계,부산,20
"특별법범 (건)","건설기계관리법",소계,대구,14
"특별법범 (건)","건설기계관리법",소계,인천,21
"특별법범 (건)","건설기계관리법",소계,광주,-
"특별법범 (건)","건설기계관리법",소계,대전,2
"특별법범 (건)","건설기계관리법",소계,울산,4
"특별법범 (건)","건설기계관리법",소계,세종,2
"특별법범 (건)","건설기계관리법",소계,경기,119
"특별법범 (건)","건설기계관리법",소계,강원,12
"특별법범 (건)","건설기계관리법",소계,충북,13
"특별법범 (건)","건설기계관리법",소계,충남,21
"특별법범 (건)","건설기계관리법",소계,전북,11
"특별법범 (건)","건설기계관리법",소계,전남,22
"특별법범 (건)","건설기계관리법",소계,경북,17
"특별법범 (건)","건설기계관리법",소계,경남,26
"특별법범 (건)","건설기계관리법",소계,제주,7
"특별법범 (건)","건설산업기본법",소계,계,697
"특별법범 (건)","건설산업기본법",소계,서울,154
"특별법범 (건)","건설산업기본법",소계,부산,51
"특별법범 (건)","건설산업기본법",소계,대구,24
"특별법범 (건)","건설산업기본법",소계,인천,34
"특별법범 (건)","건설산업기본법",소계,광주,21
"특별법범 (건)","건설산업기본법",소계,대전,9
"특별법범 (건)","건설산업기본법",소계,울산,3
"특별법범 (건)","건설산업기본법",소계,세종,4
"특별법범 (건)","건설산업기본법",소계,경기,198
"특별법범 (건)","건설산업기본법",소계,강원,20
"특별법범 (건)","건설산업기본법",소계,충북,18
"특별법범 (건)","건설산업기본법",소계,충남,35
"특별법범 (건)","건설산업기본법",소계,전북,27
"특별법범 (건)","건설산업기본법",소계,전남,20
"특별법범 (건)","건설산업기본법",소계,경북,16
"특별법범 (건)","건설산업기본법",소계,경남,41
"특별법범 (건)","건설산업기본법",소계,제주,22
"특별법범 (건)","건축법",소계,계,3401
"특별법범 (건)","건축법",소계,서울,328
"특별법범 (건)","건축법",소계,부산,280
"특별법범 (건)","건축법",소계,대구,16
"특별법범 (건)","건축법",소계,인천,183
"특별법범 (건)","건축법",소계,광주,13
"특별법범 (건)","건축법",소계,대전,71
"특별법범 (건)","건축법",소계,울산,10
"특별법범 (건)","건축법",소계,세종,26
"특별법범 (건)","건축법",소계,경기,998
"특별법범 (건)","건축법",소계,강원,161
"특별법범 (건)","건축법",소계,충북,202
"특별법범 (건)","건축법",소계,충남,396
"특별법범 (건)","건축법",소계,전북,122
"특별법범 (건)","건축법",소계,전남,86
"특별법범 (건)","건축법",소계,경북,256
"특별법범 (건)","건축법",소계,경남,141
"특별법범 (건)","건축법",소계,제주,112
"특별법범 (건)","게임산업진흥에 관한법률",소계,계,3918
"특별법범 (건)","게임산업진흥에 관한법률",소계,서울,534
"특별법범 (건)","게임산업진흥에 관한법률",소계,부산,191
"특별법범 (건)","게임산업진흥에 관한법률",소계,대구,198
"특별법범 (건)","게임산업진흥에 관한법률",소계,인천,208
"특별법범 (건)","게임산업진흥에 관한법률",소계,광주,187
"특별법범 (건)","게임산업진흥에 관한법률",소계,대전,73
"특별법범 (건)","게임산업진흥에 관한법률",소계,울산,51
"특별법범 (건)","게임산업진흥에 관한법률",소계,세종,11
"특별법범 (건)","게임산업진흥에 관한법률",소계,경기,1080
"특별법범 (건)","게임산업진흥에 관한법률",소계,강원,170
"특별법범 (건)","게임산업진흥에 관한법률",소계,충북,145
"특별법범 (건)","게임산업진흥에 관한법률",소계,충남,199
"특별법범 (건)","게임산업진흥에 관한법률",소계,전북,150
"특별법범 (건)","게임산업진흥에 관한법률",소계,전남,170
"특별법범 (건)","게임산업진흥에 관한법률",소계,경북,208
"특별법범 (건)","게임산업진흥에 관한법률",소계,경남,280
"특별법범 (건)","게임산업진흥에 관한법률",소계,제주,63
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,계,83
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,서울,13
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,부산,5
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,대구,7
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,인천,3
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,광주,2
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,대전,7
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,울산,-
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,세종,-
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,경기,21
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,강원,3
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,충북,2
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,충남,7
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,전북,4
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,전남,2
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,경북,4
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,경남,3
"특별법범 (건)","결혼중개업의 관리에 관한법률",소계,제주,-
"특별법범 (건)","경범죄처벌법",소계,계,7702
"특별법범 (건)","경범죄처벌법",소계,서울,2109
"특별법범 (건)","경범죄처벌법",소계,부산,413
"특별법범 (건)","경범죄처벌법",소계,대구,335
