"죄종별","범죄발생지별","항목","단위","2016 년","2017 년","2018 년","2019 년","2020 년",
"손괴","포천시","범죄건수[건]","건","216","227","214","246","179",
"손괴","하남시","범죄건수[건]","건","173","165","229","214","244",
"손괴","화성시","범죄건수[건]","건","613","696","720","894","863",
"손괴","강릉시","범죄건수[건]","건","416","353","333","314","258",
"손괴","동해시","범죄건수[건]","건","134","115","119","123","115",
"손괴","삼척시","범죄건수[건]","건","121","81","91","84","90",
"손괴","속초시","범죄건수[건]","건","153","137","133","129","139",
"손괴","원주시","범죄건수[건]","건","574","593","482","439","459",
"손괴","춘천시","범죄건수[건]","건","429","342","331","311","304",
"손괴","태백시","범죄건수[건]","건","63","64","59","68","50",
"손괴","제천시","범죄건수[건]","건","239","191","143","135","179",
"손괴","청주시","범죄건수[건]","건","1104","1032","1149","1084","1011",
"손괴","충주시","범죄건수[건]","건","282","280","248","264","272",
"손괴","계룡시","범죄건수[건]","건","22","23","19","25","29",
"손괴","공주시","범죄건수[건]","건","67","88","92","102","99",
"손괴","논산시","범죄건수[건]","건","109","127","121","142","149",
"손괴","당진시","범죄건수[건]","건","200","183","191","168","196",
"손괴","보령시","범죄건수[건]","건","83","85","97","113","133",
"손괴","서산시","범죄건수[건]","건","216","259","263","254","246",
"손괴","아산시","범죄건수[건]","건","387","408","355","482","445",
"손괴","천안시","범죄건수[건]","건","897","874","929","852","871",
"손괴","군산시","범죄건수[건]","건","308","263","321","304","290",
"손괴","김제시","범죄건수[건]","건","60","67","75","81","72",
"손괴","남원시","범죄건수[건]","건","66","81","68","77","69",
"손괴","익산시","범죄건수[건]","건","340","256","337","339","242",
"손괴","전주시","범죄건수[건]","건","499","498","443","409","632",
"손괴","정읍시","범죄건수[건]","건","101","88","89","81","106",
"손괴","광양시","범죄건수[건]","건","127","126","137","161","126",
"손괴","나주시","범죄건수[건]","건","12","53","62","101","103",
"손괴","목포시","범죄건수[건]","건","354","360","385","439","363",
"손괴","순천시","범죄건수[건]","건","294","277","303","323","294",
"손괴","여수시","범죄건수[건]","건","377","373","371","388","383",
"손괴","경산시","범죄건수[건]","건","405","341","334","358","320",
"손괴","경주시","범죄건수[건]","건","313","278","263","273","262",
"손괴","구미시","범죄건수[건]","건","583","463","405","511","498",
"손괴","김천시","범죄건수[건]","건","154","129","164","153","185",
"손괴","문경시","범죄건수[건]","건","67","60","67","64","82",
"손괴","상주시","범죄건수[건]","건","76","77","84","87","92",
"손괴","안동시","범죄건수[건]","건","177","192","157","165","230",
"손괴","영주시","범죄건수[건]","건","91","80","120","114","98",
"손괴","영천시","범죄건수[건]","건","128","87","99","139","150",
"손괴","포항시","범죄건수[건]","건","527","611","578","629","575",
"손괴","거제시","범죄건수[건]","건","340","281","202","225","290",
"손괴","김해시","범죄건수[건]","건","572","578","565","668","617",
"손괴","밀양시","범죄건수[건]","건","101","114","96","121","132",
"손괴","사천시","범죄건수[건]","건","110","107","122","100","113",
"손괴","양산시","범죄건수[건]","건","267","205","249","284","348",
"손괴","진주시","범죄건수[건]","건","349","339","312","390","394",
"손괴","창원시","범죄건수[건]","건","1079","967","963","1038","1077",
"손괴","통영시","범죄건수[건]","건","164","150","163","122","168",
"손괴","서귀포시","범죄건수[건]","건","395","355","387","354","373",
"손괴","제주시","범죄건수[건]","건","962","864","861","944","910",
"손괴","기타도시","범죄건수[건]","건","77","4","10","10","10",
"손괴","도시이외","범죄건수[건]","건","3080","2943","2854","3155","3420",
"지능범죄","계","범죄건수[건]","건","312577","302466","344698","381533","424642",
"지능범죄","서울","범죄건수[건]","건","72137","70294","74668","78857","82443",
"지능범죄","부산","범죄건수[건]","건","25052","23726","27672","31357","36784",
"지능범죄","대구","범죄건수[건]","건","13227","13206","15021","18218","19812",
"지능범죄","인천","범죄건수[건]","건","17248","16147","19366","21318","24407",
"지능범죄","광주","범죄건수[건]","건","8896","8401","8977","9651","10777",
"지능범죄","대전","범죄건수[건]","건","8979","8434","9819","10876","12157",
"지능범죄","울산","범죄건수[건]","건","6120","6426","7423","7940","8561",
"지능범죄","세종","범죄건수[건]","건","821","1131","1324","1735","1862",
"지능범죄","고양시","범죄건수[건]","건","5307","5561","6572","7547","8093",
"지능범죄","과천시","범죄건수[건]","건","280","310","342","358","308",
"지능범죄","광명시","범죄건수[건]","건","1501","1574","1739","1876","1989",
"지능범죄","광주시","범죄건수[건]","건","1662","1602","1996","2060","2750",
"지능범죄","구리시","범죄건수[건]","건","1501","1223","1184","1418","1410",
"지능범죄","군포시","범죄건수[건]","건","1425","1264","1320","1440","1441",
"지능범죄","김포시","범죄건수[건]","건","2200","2352","2639","2973","3499",
"지능범죄","남양주시","범죄건수[건]","건","2901","2422","2730","3776","4071",
"지능범죄","동두천시","범죄건수[건]","건","592","641","795","827","828",
"지능범죄","부천시","범죄건수[건]","건","6451","6185","6970","7578","8074",
"지능범죄","성남시","범죄건수[건]","건","5570","5016","5463","6933","7584",
"지능범죄","수원시","범죄건수[건]","건","7177","7973","8723","10117","10413",
"지능범죄","시흥시","범죄건수[건]","건","2856","2507","3255","3454","4465",
"지능범죄","안산시","범죄건수[건]","건","5376","4778","5121","5602","6664",
"지능범죄","안성시","범죄건수[건]","건","925","980","1140","1168","1265",
"지능범죄","안양시","범죄건수[건]","건","3114","3197","3635","3695","3698",
"지능범죄","양주시","범죄건수[건]","건","1190","981","1268","1150","1420",
"지능범죄","여주시","범죄건수[건]","건","666","582","677","727","771",
"지능범죄","오산시","범죄건수[건]","건","1061","1188","1223","1201","1744",
"지능범죄","용인시","범죄건수[건]","건","3916","3946","4351","5128","5602",
"지능범죄","의왕시","범죄건수[건]","건","439","469","687","749","801",
"지능범죄","의정부시","범죄건수[건]","건","2573","2774","3098","3374","3909",
"지능범죄","이천시","범죄건수[건]","건","1273","967","1249","1533","1646",
"지능범죄","파주시","범죄건수[건]","건","2529","2570","2814","3325","3380",
"지능범죄","평택시","범죄건수[건]","건","2999","3384","4666","4802","6161",
"지능범죄","포천시","범죄건수[건]","건","1034","1034","1170","1337","1192",
"지능범죄","하남시","범죄건수[건]","건","717","884","862","1293","1835",
"지능범죄","화성시","범죄건수[건]","건","3022","2928","3668","4317","5169",
"지능범죄","강릉시","범죄건수[건]","건","1206","1090","1086","1297","1324",
"지능범죄","동해시","범죄건수[건]","건","367","319","347","349","297",
"지능범죄","삼척시","범죄건수[건]","건","408","326","344","367","530",
"지능범죄","속초시","범죄건수[건]","건","402","495","530","641","665",
"지능범죄","원주시","범죄건수[건]","건","2154","1977","2166","2558","2537",
"지능범죄","춘천시","범죄건수[건]","건","1265","1188","1501","1622","2066",
"지능범죄","태백시","범죄건수[건]","건","179","146","141","326","281",
"지능범죄","제천시","범죄건수[건]","건","585","569","724","834","760",
"지능범죄","청주시","범죄건수[건]","건","4191","4735","5256","5515","6412",
"지능범죄","충주시","범죄건수[건]","건","1157","959","1125","1400","1559",
"지능범죄","계룡시","범죄건수[건]","건","94","78","125","118","157",
"지능범죄","공주시","범죄건수[건]","건","525","438","619","579","633",
"지능범죄","논산시","범죄건수[건]","건","664","855","797","820","1075",
"지능범죄","당진시","범죄건수[건]","건","1604","1005","1038","1115","975",
"지능범죄","보령시","범죄건수[건]","건","666","614","701","736","624",
"지능범죄","서산시","범죄건수[건]","건","942","1062","1014","1176","1153",
"지능범죄","아산시","범죄건수[건]","건","1374","1366","1814","1810","1987",
"지능범죄","천안시","범죄건수[건]","건","4059","4131","4992","5371","5992",
"지능범죄","군산시","범죄건수[건]","건","2474","2206","2461","2424","2306",
"지능범죄","김제시","범죄건수[건]","건","394","361","368","452","399",
"지능범죄","남원시","범죄건수[건]","건","414","513","417","456","602",
"지능범죄","익산시","범죄건수[건]","건","1489","1560","1743","1759","2225",
"지능범죄","전주시","범죄건수[건]","건","3567","3392","3684","4132","5219",
"지능범죄","정읍시","범죄건수[건]","건","626","445","551","583","728",
"지능범죄","광양시","범죄건수[건]","건","702","691","748","732","871",
"지능범죄","나주시","범죄건수[건]","건","225","454","478","565","624",
"지능범죄","목포시","범죄건수[건]","건","1505","1531","2096","1702","1866",
"지능범죄","순천시","범죄건수[건]","건","1144","1186","2800","1550","1812",
"지능범죄","여수시","범죄건수[건]","건","2053","1371","1820","1676","2592",
"지능범죄","경산시","범죄건수[건]","건","1194","1017","1077","1359","1458",
"지능범죄","경주시","범죄건수[건]","건","1338","1487","2224","2980","2652",
"지능범죄","구미시","범죄건수[건]","건","3091","2998","3179","3791","3748",
"지능범죄","김천시","범죄건수[건]","건","479","427","684","752","977",
"지능범죄","문경시","범죄건수[건]","건","225","282","269","331","279",
"지능범죄","상주시","범죄건수[건]","건","317","273","374","455","425",
"지능범죄","안동시","범죄건수[건]","건","1495","912","971","1043","1001",
"지능범죄","영주시","범죄건수[건]","건","593","519","515","564","532",
"지능범죄","영천시","범죄건수[건]","건","534","582","629","613","667",
"지능범죄","포항시","범죄건수[건]","건","2782","2891","3319","3425","4045",
"지능범죄","거제시","범죄건수[건]","건","2016","1810","1687","1694","2215",
"지능범죄","김해시","범죄건수[건]","건","3166","3025","3668","4987","5342",
"지능범죄","밀양시","범죄건수[건]","건","538","574","604","743","750",
"지능범죄","사천시","범죄건수[건]","건","558","471","610","794","748",
"지능범죄","양산시","범죄건수[건]","건","1560","1593","2156","2212","2524",
"지능범죄","진주시","범죄건수[건]","건","1561","1766","1953","2188","2746",
"지능범죄","창원시","범죄건수[건]","건","6682","6672","6551","7662","9151",
"지능범죄","통영시","범죄건수[건]","건","858","841","1567","1344","1179",
"지능범죄","서귀포시","범죄건수[건]","건","955","958","1196","1404","1451",
"지능범죄","제주시","범죄건수[건]","건","3108","3928","4534","3948","4719",
"지능범죄","기타도시","범죄건수[건]","건","2055","1831","4557","8069","13860",
"지능범죄","도시이외","범죄건수[건]","건","18300","15489","17261","18800","18917",
"직무유기","계","범죄건수[건]","건","531","504","581","590","730",
"직무유기","서울","범죄건수[건]","건","111","116","147","143","166",
"직무유기","부산","범죄건수[건]","건","64","32","44","68","54",
"직무유기","대구","범죄건수[건]","건","31","10","22","21","39",
"직무유기","인천","범죄건수[건]","건","13","12","20","18","32",
"직무유기","광주","범죄건수[건]","건","20","24","15","17","17",
"직무유기","대전","범죄건수[건]","건","10","10","13","14","12",
"직무유기","울산","범죄건수[건]","건","9","15","9","8","12",
"직무유기","세종","범죄건수[건]","건","10","12","16","15","6",
"직무유기","고양시","범죄건수[건]","건","7","4","9","11","10",
"직무유기","과천시","범죄건수[건]","건","1","2","3","-","4",
"직무유기","광명시","범죄건수[건]","건","2","-","2","-","-",
"직무유기","광주시","범죄건수[건]","건","1","2","1","5","4",
"직무유기","구리시","범죄건수[건]","건","2","4","1","4","7",
"직무유기","군포시","범죄건수[건]","건","2","-","-","-","-",
"직무유기","김포시","범죄건수[건]","건","2","2","2","3","4",
"직무유기","남양주시","범죄건수[건]","건","2","3","5","1","3",
"직무유기","동두천시","범죄건수[건]","건","2","1","1","-","2",
"직무유기","부천시","범죄건수[건]","건","6","2","2","3","2",
"직무유기","성남시","범죄건수[건]","건","6","8","7","4","10",
"직무유기","수원시","범죄건수[건]","건","7","11","13","8","16",
"직무유기","시흥시","범죄건수[건]","건","1","6","14","6","4",
"직무유기","안산시","범죄건수[건]","건","4","4","8","5","-",
"직무유기","안성시","범죄건수[건]","건","1","-","5","1","2",
"직무유기","안양시","범죄건수[건]","건","5","5","2","2","5",
"직무유기","양주시","범죄건수[건]","건","2","1","2","1","1",
"직무유기","여주시","범죄건수[건]","건","4","4","6","1","3",
"직무유기","오산시","범죄건수[건]","건","-","-","1","2","2",
"직무유기","용인시","범죄건수[건]","건","10","2","3","4","13",
"직무유기","의왕시","범죄건수[건]","건","4","1","1","2","10",
"직무유기","의정부시","범죄건수[건]","건","2","-","6","1","5",
"직무유기","이천시","범죄건수[건]","건","3","-","-","2","1",
"직무유기","파주시","범죄건수[건]","건","2","2","1","3","2",
"직무유기","평택시","범죄건수[건]","건","4","5","7","2","7",
"직무유기","포천시","범죄건수[건]","건","2","2","5","1","-",
"직무유기","하남시","범죄건수[건]","건","2","1","1","2","1",
"직무유기","화성시","범죄건수[건]","건","1","9","6","3","8",
"직무유기","강릉시","범죄건수[건]","건","2","4","2","4","5",
"직무유기","동해시","범죄건수[건]","건","1","2","-","1","2",
"직무유기","삼척시","범죄건수[건]","건","1","1","-","-","-",
"직무유기","속초시","범죄건수[건]","건","4","2","1","1","3",
"직무유기","원주시","범죄건수[건]","건","7","5","7","3","3",
"직무유기","춘천시","범죄건수[건]","건","3","7","6","5","3",
"직무유기","태백시","범죄건수[건]","건","-","1","-","-","-",
"직무유기","제천시","범죄건수[건]","건","3","1","2","-","-",
"직무유기","청주시","범죄건수[건]","건","8","1","2","9","6",
"직무유기","충주시","범죄건수[건]","건","1","3","2","4","2",
"직무유기","계룡시","범죄건수[건]","건","-","-","-","-","-",
"직무유기","공주시","범죄건수[건]","건","9","5","5","3","1",
"직무유기","논산시","범죄건수[건]","건","3","2","-","2","3",
"직무유기","당진시","범죄건수[건]","건","1","-","4","1","-",
"직무유기","보령시","범죄건수[건]","건","2","-","2","2","-",
"직무유기","서산시","범죄건수[건]","건","2","2","-","1","1",
"직무유기","아산시","범죄건수[건]","건","1","3","1","1","-",
"직무유기","천안시","범죄건수[건]","건","5","4","8","5","6",
"직무유기","군산시","범죄건수[건]","건","5","3","4","3","3",
"직무유기","김제시","범죄건수[건]","건","2","1","1","2","2",
"직무유기","남원시","범죄건수[건]","건","-","-","1","-","1",
"직무유기","익산시","범죄건수[건]","건","-","1","1","-","2",
"직무유기","전주시","범죄건수[건]","건","5","5","10","2","9",
"직무유기","정읍시","범죄건수[건]","건","1","3","5","7","3",
"직무유기","광양시","범죄건수[건]","건","-","1","-","1","3",
"직무유기","나주시","범죄건수[건]","건","-","1","-","-","-",
"직무유기","목포시","범죄건수[건]","건","2","4","2","3","-",
"직무유기","순천시","범죄건수[건]","건","-","4","3","3","2",
"직무유기","여수시","범죄건수[건]","건","3","2","4","5","2",
"직무유기","경산시","범죄건수[건]","건","-","1","2","1","1",
"직무유기","경주시","범죄건수[건]","건","1","5","5","2","2",
"직무유기","구미시","범죄건수[건]","건","2","2","1","2","1",
"직무유기","김천시","범죄건수[건]","건","3","-","1","3","4",
"직무유기","문경시","범죄건수[건]","건","-","-","-","-","2",
"직무유기","상주시","범죄건수[건]","건","-","-","1","-","2",
"직무유기","안동시","범죄건수[건]","건","2","3","4","10","5",
"직무유기","영주시","범죄건수[건]","건","-","1","-","-","1",
"직무유기","영천시","범죄건수[건]","건","1","1","-","-","2",
"직무유기","포항시","범죄건수[건]","건","-","4","4","2","2",
"직무유기","거제시","범죄건수[건]","건","2","2","-","1","-",
"직무유기","김해시","범죄건수[건]","건","-","9","3","-","4",
"직무유기","밀양시","범죄건수[건]","건","-","2","1","6","9",
"직무유기","사천시","범죄건수[건]","건","1","-","-","2","-",
"직무유기","양산시","범죄건수[건]","건","3","4","-","3","5",
"직무유기","진주시","범죄건수[건]","건","2","5","2","3","1",
"직무유기","창원시","범죄건수[건]","건","12","5","7","15","18",
"직무유기","통영시","범죄건수[건]","건","1","-","3","-","1",
"직무유기","서귀포시","범죄건수[건]","건","-","-","2","4","4",
"직무유기","제주시","범죄건수[건]","건","1","2","2","3","4",
"직무유기","기타도시","범죄건수[건]","건","-","2","2","4","14",
"직무유기","도시이외","범죄건수[건]","건","74","76","68","80","122",
"직권남용","계","범죄건수[건]","건","437","494","603","674","724",
"직권남용","서울","범죄건수[건]","건","129","137","191","201","181",
"직권남용","부산","범죄건수[건]","건","34","32","46","52","60",
"직권남용","대구","범죄건수[건]","건","23","14","18","21","16",
"직권남용","인천","범죄건수[건]","건","15","25","18","17","26",
"직권남용","광주","범죄건수[건]","건","8","11","13","18","14",
"직권남용","대전","범죄건수[건]","건","15","2","22","14","22",
"직권남용","울산","범죄건수[건]","건","13","11","10","8","8",
"직권남용","세종","범죄건수[건]","건","4","6","6","14","11",
"직권남용","고양시","범죄건수[건]","건","9","3","6","9","6",
"직권남용","과천시","범죄건수[건]","건","-","-","6","5","2",
"직권남용","광명시","범죄건수[건]","건","-","1","1","2","2",
"직권남용","광주시","범죄건수[건]","건","-","4","6","1","5",
"직권남용","구리시","범죄건수[건]","건","5","1","3","1","5",
"직권남용","군포시","범죄건수[건]","건","1","-","2","3","1",
"직권남용","김포시","범죄건수[건]","건","-","-","1","1","2",
"직권남용","남양주시","범죄건수[건]","건","2","1","5","-","8",
"직권남용","동두천시","범죄건수[건]","건","-","-","-","-","2",
"직권남용","부천시","범죄건수[건]","건","3","3","2","5","9",
"직권남용","성남시","범죄건수[건]","건","15","9","7","5","5",
"직권남용","수원시","범죄건수[건]","건","17","17","11","16","27",
"직권남용","시흥시","범죄건수[건]","건","2","7","3","4","5",
"직권남용","안산시","범죄건수[건]","건","7","6","9","4","4",
"직권남용","안성시","범죄건수[건]","건","1","1","3","1","3",
"직권남용","안양시","범죄건수[건]","건","8","5","2","10","5",
"직권남용","양주시","범죄건수[건]","건","-","-","-","-","1",
"직권남용","여주시","범죄건수[건]","건","3","8","2","5","4",
"직권남용","오산시","범죄건수[건]","건","-","1","2","2","5",
"직권남용","용인시","범죄건수[건]","건","6","8","4","5","5",
"직권남용","의왕시","범죄건수[건]","건","2","3","3","1","13",
"직권남용","의정부시","범죄건수[건]","건","2","2","2","3","7",
"직권남용","이천시","범죄건수[건]","건","2","1","2","1","7",
"직권남용","파주시","범죄건수[건]","건","-","2","3","5","1",
"직권남용","평택시","범죄건수[건]","건","1","3","3","11","13",
"직권남용","포천시","범죄건수[건]","건","1","4","2","-","-",
"직권남용","하남시","범죄건수[건]","건","-","1","2","3","2",
"직권남용","화성시","범죄건수[건]","건","-","3","7","5","11",
"직권남용","강릉시","범죄건수[건]","건","-","2","1","5","3",
"직권남용","동해시","범죄건수[건]","건","1","-","2","2","-",
"직권남용","삼척시","범죄건수[건]","건","1","1","-","-","-",
"직권남용","속초시","범죄건수[건]","건","-","1","2","-","-",
"직권남용","원주시","범죄건수[건]","건","-","1","1","2","6",
"직권남용","춘천시","범죄건수[건]","건","3","4","7","13","3",
"직권남용","태백시","범죄건수[건]","건","1","1","-","1","-",
"직권남용","제천시","범죄건수[건]","건","-","-","-","1","1",
"직권남용","청주시","범죄건수[건]","건","4","2","3","10","8",
"직권남용","충주시","범죄건수[건]","건","2","2","3","5","3",
"직권남용","계룡시","범죄건수[건]","건","1","2","-","1","-",
"직권남용","공주시","범죄건수[건]","건","3","3","6","2","-",
"직권남용","논산시","범죄건수[건]","건","2","3","2","-","-",
"직권남용","당진시","범죄건수[건]","건","1","1","-","1","-",
"직권남용","보령시","범죄건수[건]","건","2","1","-","1","-",
"직권남용","서산시","범죄건수[건]","건","-","1","1","-","2",
"직권남용","아산시","범죄건수[건]","건","4","2","-","4","-",
"직권남용","천안시","범죄건수[건]","건","9","5","9","1","5",
"직권남용","군산시","범죄건수[건]","건","1","2","6","4","4",
"직권남용","김제시","범죄건수[건]","건","-","-","-","1","-",
"직권남용","남원시","범죄건수[건]","건","-","2","-","2","1",
"직권남용","익산시","범죄건수[건]","건","2","3","1","2","4",
"직권남용","전주시","범죄건수[건]","건","4","3","10","8","6",
"직권남용","정읍시","범죄건수[건]","건","1","1","4","3","6",
"직권남용","광양시","범죄건수[건]","건","-","-","2","1","-",
"직권남용","나주시","범죄건수[건]","건","-","-","3","1","2",
"직권남용","목포시","범죄건수[건]","건","-","2","7","6","3",
"직권남용","순천시","범죄건수[건]","건","2","2","1","5","2",
"직권남용","여수시","범죄건수[건]","건","-","-","-","2","3",
"직권남용","경산시","범죄건수[건]","건","2","1","1","2","-",
"직권남용","경주시","범죄건수[건]","건","1","-","1","-","4",
"직권남용","구미시","범죄건수[건]","건","1","3","2","5","1",
"직권남용","김천시","범죄건수[건]","건","1","4","2","4","1",
"직권남용","문경시","범죄건수[건]","건","-","2","1","4","-",
"직권남용","상주시","범죄건수[건]","건","-","1","3","4","5",
"직권남용","안동시","범죄건수[건]","건","4","6","4","4","3",
"직권남용","영주시","범죄건수[건]","건","-","3","-","-","1",
"직권남용","영천시","범죄건수[건]","건","2","1","2","1","-",
"직권남용","포항시","범죄건수[건]","건","-","3","3","-","5",
"직권남용","거제시","범죄건수[건]","건","2","5","2","2","1",
"직권남용","김해시","범죄건수[건]","건","5","3","1","-","9",
"직권남용","밀양시","범죄건수[건]","건","-","4","-","4","2",
"직권남용","사천시","범죄건수[건]","건","-","2","-","2","-",
"직권남용","양산시","범죄건수[건]","건","3","2","2","1","4",
"직권남용","진주시","범죄건수[건]","건","3","4","3","5","3",
"직권남용","창원시","범죄건수[건]","건","3","6","11","18","10",
"직권남용","통영시","범죄건수[건]","건","-","1","3","3","2",
"직권남용","서귀포시","범죄건수[건]","건","-","2","3","3","4",
"직권남용","제주시","범죄건수[건]","건","5","5","6","9","7",
"직권남용","기타도시","범죄건수[건]","건","-","-","2","3","13",
"직권남용","도시이외","범죄건수[건]","건","33","57","57","63","89",
"증수뢰","계","범죄건수[건]","건","260","312","347","260","289",
"증수뢰","서울","범죄건수[건]","건","45","54","62","60","61",
"증수뢰","부산","범죄건수[건]","건","28","25","66","18","24",
"증수뢰","대구","범죄건수[건]","건","9","10","6","6","5",
"증수뢰","인천","범죄건수[건]","건","12","13","14","7","9",
"증수뢰","광주","범죄건수[건]","건","9","6","12","6","7",
"증수뢰","대전","범죄건수[건]","건","6","5","13","7","9",
"증수뢰","울산","범죄건수[건]","건","6","4","4","8","3",
"증수뢰","세종","범죄건수[건]","건","3","-","1","1","4",
"증수뢰","고양시","범죄건수[건]","건","3","4","4","4","3",
"증수뢰","과천시","범죄건수[건]","건","1","1","1","1","1",
"증수뢰","광명시","범죄건수[건]","건","-","1","-","2","-",
"증수뢰","광주시","범죄건수[건]","건","-","1","2","1","-",
"증수뢰","구리시","범죄건수[건]","건","1","-","-","-","-",
"증수뢰","군포시","범죄건수[건]","건","-","-","-","1","-",
"증수뢰","김포시","범죄건수[건]","건","1","1","2","2","2",
"증수뢰","남양주시","범죄건수[건]","건","1","3","1","1","3",
"증수뢰","동두천시","범죄건수[건]","건","1","1","-","-","-",
"증수뢰","부천시","범죄건수[건]","건","4","10","5","4","6",
"증수뢰","성남시","범죄건수[건]","건","1","-","3","4","1",
"증수뢰","수원시","범죄건수[건]","건","2","8","4","7","3",
"증수뢰","시흥시","범죄건수[건]","건","1","1","3","2","4",
"증수뢰","안산시","범죄건수[건]","건","1","3","-","1","3",
"증수뢰","안성시","범죄건수[건]","건","-","2","-","1","-",
"증수뢰","안양시","범죄건수[건]","건","3","2","1","1","3",
"증수뢰","양주시","범죄건수[건]","건","1","2","-","-","2",
"증수뢰","여주시","범죄건수[건]","건","-","3","1","1","-",
"증수뢰","오산시","범죄건수[건]","건","-","-","-","1","1",
"증수뢰","용인시","범죄건수[건]","건","2","4","3","1","1",
"증수뢰","의왕시","범죄건수[건]","건","1","5","1","1","3",
"증수뢰","의정부시","범죄건수[건]","건","3","2","1","2","-",
"증수뢰","이천시","범죄건수[건]","건","-","-","-","2","-",
"증수뢰","파주시","범죄건수[건]","건","2","2","1","-","-",
"증수뢰","평택시","범죄건수[건]","건","1","4","2","2","3",
"증수뢰","포천시","범죄건수[건]","건","1","3","2","1","2",
"증수뢰","하남시","범죄건수[건]","건","1","1","-","1","-",
"증수뢰","화성시","범죄건수[건]","건","4","1","3","2","2",
"증수뢰","강릉시","범죄건수[건]","건","1","-","-","1","1",
"증수뢰","동해시","범죄건수[건]","건","1","-","-","-","-",
"증수뢰","삼척시","범죄건수[건]","건","1","-","-","-","1",
"증수뢰","속초시","범죄건수[건]","건","1","-","-","1","-",
"증수뢰","원주시","범죄건수[건]","건","1","-","1","-","-",
"증수뢰","춘천시","범죄건수[건]","건","2","2","2","-","2",
"증수뢰","태백시","범죄건수[건]","건","-","-","1","-","-",
"증수뢰","제천시","범죄건수[건]","건","3","1","-","-","1",
"증수뢰","청주시","범죄건수[건]","건","6","3","7","3","7",
"증수뢰","충주시","범죄건수[건]","건","-","2","1","2","2",
"증수뢰","계룡시","범죄건수[건]","건","1","-","3","1","1",
"증수뢰","공주시","범죄건수[건]","건","1","-","1","-","-",
"증수뢰","논산시","범죄건수[건]","건","2","-","2","-","2",
"증수뢰","당진시","범죄건수[건]","건","1","-","1","1","-",
"증수뢰","보령시","범죄건수[건]","건","-","-","-","-","-",
"증수뢰","서산시","범죄건수[건]","건","-","-","-","1","2",
"증수뢰","아산시","범죄건수[건]","건","1","1","3","1","1",
"증수뢰","천안시","범죄건수[건]","건","2","2","5","4","8",
"증수뢰","군산시","범죄건수[건]","건","2","2","2","6","1",
"증수뢰","김제시","범죄건수[건]","건","-","-","-","1","2",
"증수뢰","남원시","범죄건수[건]","건","-","3","1","-","-",
"증수뢰","익산시","범죄건수[건]","건","1","1","-","2","-",
"증수뢰","전주시","범죄건수[건]","건","5","7","2","2","4",
"증수뢰","정읍시","범죄건수[건]","건","-","3","1","-","-",
"증수뢰","광양시","범죄건수[건]","건","1","1","3","-","1",
"증수뢰","나주시","범죄건수[건]","건","-","-","1","2","1",
"증수뢰","목포시","범죄건수[건]","건","2","2","5","4","1",
"증수뢰","순천시","범죄건수[건]","건","2","3","2","2","4",
"증수뢰","여수시","범죄건수[건]","건","1","4","1","-","3",
"증수뢰","경산시","범죄건수[건]","건","-","-","1","-","1",
"증수뢰","경주시","범죄건수[건]","건","-","1","-","2","-",
"증수뢰","구미시","범죄건수[건]","건","1","-","3","-","6",
"증수뢰","김천시","범죄건수[건]","건","-","1","-","2","1",
"증수뢰","문경시","범죄건수[건]","건","-","-","1","-","-",
"증수뢰","상주시","범죄건수[건]","건","-","-","-","-","-",
"증수뢰","안동시","범죄건수[건]","건","-","2","3","1","-",
"증수뢰","영주시","범죄건수[건]","건","1","-","-","2","-",
"증수뢰","영천시","범죄건수[건]","건","2","-","2","-","-",
"증수뢰","포항시","범죄건수[건]","건","2","1","2","1","-",
"증수뢰","거제시","범죄건수[건]","건","2","-","1","-","1",
"증수뢰","김해시","범죄건수[건]","건","6","6","-","1","1",
"증수뢰","밀양시","범죄건수[건]","건","-","1","1","1","1",
"증수뢰","사천시","범죄건수[건]","건","1","-","5","2","-",
"증수뢰","양산시","범죄건수[건]","건","2","1","1","1","2",
"증수뢰","진주시","범죄건수[건]","건","4","1","1","-","4",
"증수뢰","창원시","범죄건수[건]","건","5","13","6","7","2",
"증수뢰","통영시","범죄건수[건]","건","1","1","-","1","1",
"증수뢰","서귀포시","범죄건수[건]","건","1","1","1","1","-",
"증수뢰","제주시","범죄건수[건]","건","3","6","7","1","5",
"증수뢰","기타도시","범죄건수[건]","건","-","1","2","-","3",
"증수뢰","도시이외","범죄건수[건]","건","37","57","47","44","51",
"통화","계","범죄건수[건]","건","1811","2794","1194","980","626",
"통화","서울","범죄건수[건]","건","867","1146","450","418","206",
"통화","부산","범죄건수[건]","건","53","76","47","29","26",
"통화","대구","범죄건수[건]","건","39","40","44","23","18",
"통화","인천","범죄건수[건]","건","131","152","96","127","52",
"통화","광주","범죄건수[건]","건","19","27","35","11","19",
"통화","대전","범죄건수[건]","건","78","97","57","23","21",
"통화","울산","범죄건수[건]","건","19","24","5","13","4",
"통화","세종","범죄건수[건]","건","2","9","3","4","3",
"통화","고양시","범죄건수[건]","건","36","65","28","22","9",
"통화","과천시","범죄건수[건]","건","11","11","1","2","2",
"통화","광명시","범죄건수[건]","건","7","11","3","1","-",
"통화","광주시","범죄건수[건]","건","7","16","2","4","5",
"통화","구리시","범죄건수[건]","건","16","30","9","4","6",
"통화","군포시","범죄건수[건]","건","3","3","1","3","4",
"통화","김포시","범죄건수[건]","건","7","8","7","8","3",
