"죄종별","범죄발생지별","항목","단위","2016 년","2017 년","2018 년","2019 년","2020 년",
"강제추행","보령시","범죄건수[건]","건","39","46","31","36","28",
"강제추행","서산시","범죄건수[건]","건","56","46","40","48","50",
"강제추행","아산시","범죄건수[건]","건","57","71","97","86","67",
"강제추행","천안시","범죄건수[건]","건","208","179","179","190","203",
"강제추행","군산시","범죄건수[건]","건","50","61","67","98","71",
"강제추행","김제시","범죄건수[건]","건","14","19","21","16","18",
"강제추행","남원시","범죄건수[건]","건","17","8","19","21","14",
"강제추행","익산시","범죄건수[건]","건","64","48","64","71","59",
"강제추행","전주시","범죄건수[건]","건","165","177","208","218","199",
"강제추행","정읍시","범죄건수[건]","건","22","22","15","29","24",
"강제추행","광양시","범죄건수[건]","건","25","25","40","37","37",
"강제추행","나주시","범죄건수[건]","건","6","24","24","26","29",
"강제추행","목포시","범죄건수[건]","건","97","72","88","105","73",
"강제추행","순천시","범죄건수[건]","건","72","78","85","88","71",
"강제추행","여수시","범죄건수[건]","건","67","69","77","65","90",
"강제추행","경산시","범죄건수[건]","건","50","64","66","66","72",
"강제추행","경주시","범죄건수[건]","건","60","60","51","63","70",
"강제추행","구미시","범죄건수[건]","건","72","101","92","92","76",
"강제추행","김천시","범죄건수[건]","건","17","26","30","30","21",
"강제추행","문경시","범죄건수[건]","건","12","12","17","18","14",
"강제추행","상주시","범죄건수[건]","건","17","18","24","27","16",
"강제추행","안동시","범죄건수[건]","건","44","40","41","37","46",
"강제추행","영주시","범죄건수[건]","건","16","11","18","22","20",
"강제추행","영천시","범죄건수[건]","건","13","16","19","34","20",
"강제추행","포항시","범죄건수[건]","건","97","125","114","108","114",
"강제추행","거제시","범죄건수[건]","건","73","78","73","58","66",
"강제추행","김해시","범죄건수[건]","건","111","126","124","116","101",
"강제추행","밀양시","범죄건수[건]","건","12","17","21","22","27",
"강제추행","사천시","범죄건수[건]","건","25","28","23","23","18",
"강제추행","양산시","범죄건수[건]","건","76","74","60","61","64",
"강제추행","진주시","범죄건수[건]","건","74","91","85","74","80",
"강제추행","창원시","범죄건수[건]","건","202","250","218","257","228",
"강제추행","통영시","범죄건수[건]","건","27","31","31","34","45",
"강제추행","서귀포시","범죄건수[건]","건","95","65","64","74","63",
"강제추행","제주시","범죄건수[건]","건","223","206","193","216","216",
"강제추행","기타도시","범죄건수[건]","건","39","18","24","23","14",
"강제추행","도시이외","범죄건수[건]","건","743","809","837","807","800",
"기타 강간·강제추행등","계","범죄건수[건]","건","408","304","356","325","237",
"기타 강간·강제추행등","서울","범죄건수[건]","건","72","60","59","52","58",
"기타 강간·강제추행등","부산","범죄건수[건]","건","30","23","13","15","10",
"기타 강간·강제추행등","대구","범죄건수[건]","건","14","8","19","11","11",
"기타 강간·강제추행등","인천","범죄건수[건]","건","27","13","19","14","14",
"기타 강간·강제추행등","광주","범죄건수[건]","건","15","10","18","6","12",
"기타 강간·강제추행등","대전","범죄건수[건]","건","15","9","9","16","8",
"기타 강간·강제추행등","울산","범죄건수[건]","건","9","9","8","15","4",
"기타 강간·강제추행등","세종","범죄건수[건]","건","-","2","2","1","2",
"기타 강간·강제추행등","고양시","범죄건수[건]","건","4","1","5","4","3",
"기타 강간·강제추행등","과천시","범죄건수[건]","건","-","-","1","-","-",
"기타 강간·강제추행등","광명시","범죄건수[건]","건","2","2","-","3","-",
"기타 강간·강제추행등","광주시","범죄건수[건]","건","5","4","2","2","1",
"기타 강간·강제추행등","구리시","범죄건수[건]","건","2","-","1","2","1",
"기타 강간·강제추행등","군포시","범죄건수[건]","건","2","-","-","2","-",
"기타 강간·강제추행등","김포시","범죄건수[건]","건","3","1","1","1","-",
"기타 강간·강제추행등","남양주시","범죄건수[건]","건","2","1","-","5","2",
"기타 강간·강제추행등","동두천시","범죄건수[건]","건","3","1","2","1","-",
"기타 강간·강제추행등","부천시","범죄건수[건]","건","10","3","5","2","3",
"기타 강간·강제추행등","성남시","범죄건수[건]","건","6","11","4","7","1",
"기타 강간·강제추행등","수원시","범죄건수[건]","건","14","7","11","4","9",
"기타 강간·강제추행등","시흥시","범죄건수[건]","건","1","3","2","7","3",
"기타 강간·강제추행등","안산시","범죄건수[건]","건","3","6","6","4","-",
"기타 강간·강제추행등","안성시","범죄건수[건]","건","1","4","1","-","2",
"기타 강간·강제추행등","안양시","범죄건수[건]","건","3","2","3","2","1",
"기타 강간·강제추행등","양주시","범죄건수[건]","건","2","1","2","1","-",
"기타 강간·강제추행등","여주시","범죄건수[건]","건","-","3","1","1","-",
"기타 강간·강제추행등","오산시","범죄건수[건]","건","1","4","1","1","1",
"기타 강간·강제추행등","용인시","범죄건수[건]","건","3","3","3","2","1",
"기타 강간·강제추행등","의왕시","범죄건수[건]","건","1","-","1","1","1",
"기타 강간·강제추행등","의정부시","범죄건수[건]","건","3","3","4","6","3",
"기타 강간·강제추행등","이천시","범죄건수[건]","건","1","3","4","-","1",
"기타 강간·강제추행등","파주시","범죄건수[건]","건","1","3","3","2","-",
"기타 강간·강제추행등","평택시","범죄건수[건]","건","8","3","2","3","2",
"기타 강간·강제추행등","포천시","범죄건수[건]","건","2","-","1","2","-",
"기타 강간·강제추행등","하남시","범죄건수[건]","건","-","-","-","-","-",
"기타 강간·강제추행등","화성시","범죄건수[건]","건","2","2","-","1","-",
"기타 강간·강제추행등","강릉시","범죄건수[건]","건","1","2","1","-","-",
"기타 강간·강제추행등","동해시","범죄건수[건]","건","3","-","-","-","-",
"기타 강간·강제추행등","삼척시","범죄건수[건]","건","-","-","2","-","1",
"기타 강간·강제추행등","속초시","범죄건수[건]","건","-","-","-","-","1",
"기타 강간·강제추행등","원주시","범죄건수[건]","건","2","4","3","-","2",
"기타 강간·강제추행등","춘천시","범죄건수[건]","건","-","2","1","2","3",
"기타 강간·강제추행등","태백시","범죄건수[건]","건","-","-","-","-","-",
"기타 강간·강제추행등","제천시","범죄건수[건]","건","1","1","1","1","1",
"기타 강간·강제추행등","청주시","범죄건수[건]","건","3","3","4","7","5",
"기타 강간·강제추행등","충주시","범죄건수[건]","건","3","4","3","3","2",
"기타 강간·강제추행등","계룡시","범죄건수[건]","건","1","-","-","1","2",
"기타 강간·강제추행등","공주시","범죄건수[건]","건","3","-","1","1","1",
"기타 강간·강제추행등","논산시","범죄건수[건]","건","-","2","-","-","1",
"기타 강간·강제추행등","당진시","범죄건수[건]","건","-","1","1","2","-",
"기타 강간·강제추행등","보령시","범죄건수[건]","건","-","-","1","1","1",
"기타 강간·강제추행등","서산시","범죄건수[건]","건","1","-","5","4","2",
"기타 강간·강제추행등","아산시","범죄건수[건]","건","4","-","-","4","1",
"기타 강간·강제추행등","천안시","범죄건수[건]","건","5","6","5","4","2",
"기타 강간·강제추행등","군산시","범죄건수[건]","건","4","1","1","1","1",
"기타 강간·강제추행등","김제시","범죄건수[건]","건","2","-","2","1","-",
"기타 강간·강제추행등","남원시","범죄건수[건]","건","-","-","1","1","-",
"기타 강간·강제추행등","익산시","범죄건수[건]","건","3","-","2","1","-",
"기타 강간·강제추행등","전주시","범죄건수[건]","건","6","1","2","4","4",
"기타 강간·강제추행등","정읍시","범죄건수[건]","건","1","-","3","2","1",
"기타 강간·강제추행등","광양시","범죄건수[건]","건","1","3","3","2","1",
"기타 강간·강제추행등","나주시","범죄건수[건]","건","-","1","-","1","-",
"기타 강간·강제추행등","목포시","범죄건수[건]","건","5","2","6","2","2",
"기타 강간·강제추행등","순천시","범죄건수[건]","건","3","1","6","3","-",
"기타 강간·강제추행등","여수시","범죄건수[건]","건","-","3","3","2","2",
"기타 강간·강제추행등","경산시","범죄건수[건]","건","-","1","3","-","-",
"기타 강간·강제추행등","경주시","범죄건수[건]","건","1","2","5","3","-",
"기타 강간·강제추행등","구미시","범죄건수[건]","건","1","3","4","3","2",
"기타 강간·강제추행등","김천시","범죄건수[건]","건","1","1","-","-","1",
"기타 강간·강제추행등","문경시","범죄건수[건]","건","-","-","2","3","1",
"기타 강간·강제추행등","상주시","범죄건수[건]","건","1","-","3","-","1",
"기타 강간·강제추행등","안동시","범죄건수[건]","건","-","-","3","3","1",
"기타 강간·강제추행등","영주시","범죄건수[건]","건","-","1","-","-","-",
"기타 강간·강제추행등","영천시","범죄건수[건]","건","-","1","1","2","-",
"기타 강간·강제추행등","포항시","범죄건수[건]","건","3","3","3","7","2",
"기타 강간·강제추행등","거제시","범죄건수[건]","건","2","2","5","2","2",
"기타 강간·강제추행등","김해시","범죄건수[건]","건","4","4","4","4","1",
"기타 강간·강제추행등","밀양시","범죄건수[건]","건","-","-","1","-","-",
"기타 강간·강제추행등","사천시","범죄건수[건]","건","4","2","-","1","1",
"기타 강간·강제추행등","양산시","범죄건수[건]","건","1","-","3","2","2",
"기타 강간·강제추행등","진주시","범죄건수[건]","건","3","2","-","3","1",
"기타 강간·강제추행등","창원시","범죄건수[건]","건","7","4","6","6","2",
"기타 강간·강제추행등","통영시","범죄건수[건]","건","3","2","1","4","2",
"기타 강간·강제추행등","서귀포시","범죄건수[건]","건","1","-","3","3","3",
"기타 강간·강제추행등","제주시","범죄건수[건]","건","7","3","4","6","2",
"기타 강간·강제추행등","기타도시","범죄건수[건]","건","3","-","1","2","1",
"기타 강간·강제추행등","도시이외","범죄건수[건]","건","47","31","34","25","22",
"방화","계","범죄건수[건]","건","1502","1372","1691","1362","1228",
"방화","서울","범죄건수[건]","건","286","225","293","252","222",
"방화","부산","범죄건수[건]","건","98","90","108","100","87",
"방화","대구","범죄건수[건]","건","68","71","69","62","52",
"방화","인천","범죄건수[건]","건","84","81","77","73","66",
"방화","광주","범죄건수[건]","건","38","35","27","42","16",
"방화","대전","범죄건수[건]","건","44","37","46","48","38",
"방화","울산","범죄건수[건]","건","38","33","31","19","31",
"방화","세종","범죄건수[건]","건","2","3","4","2","2",
"방화","고양시","범죄건수[건]","건","22","27","24","26","24",
"방화","과천시","범죄건수[건]","건","2","-","1","1","1",
"방화","광명시","범죄건수[건]","건","8","5","6","5","4",
"방화","광주시","범죄건수[건]","건","4","10","9","7","6",
"방화","구리시","범죄건수[건]","건","11","4","-","8","2",
"방화","군포시","범죄건수[건]","건","4","6","3","4","4",
"방화","김포시","범죄건수[건]","건","6","2","7","4","10",
"방화","남양주시","범죄건수[건]","건","18","19","21","15","17",
"방화","동두천시","범죄건수[건]","건","6","3","8","3","3",
"방화","부천시","범죄건수[건]","건","24","26","26","16","22",
"방화","성남시","범죄건수[건]","건","21","16","17","17","26",
"방화","수원시","범죄건수[건]","건","29","30","35","23","21",
"방화","시흥시","범죄건수[건]","건","15","9","14","11","12",
"방화","안산시","범죄건수[건]","건","32","24","21","22","12",
"방화","안성시","범죄건수[건]","건","4","5","5","6","2",
"방화","안양시","범죄건수[건]","건","9","10","12","12","12",
"방화","양주시","범죄건수[건]","건","5","3","10","4","9",
"방화","여주시","범죄건수[건]","건","3","3","5","2","8",
"방화","오산시","범죄건수[건]","건","6","3","5","8","2",
"방화","용인시","범죄건수[건]","건","12","16","23","11","9",
"방화","의왕시","범죄건수[건]","건","-","1","1","2","-",
"방화","의정부시","범죄건수[건]","건","17","23","19","17","9",
"방화","이천시","범죄건수[건]","건","2","2","8","6","9",
"방화","파주시","범죄건수[건]","건","9","11","11","9","10",
"방화","평택시","범죄건수[건]","건","20","18","25","25","21",
"방화","포천시","범죄건수[건]","건","16","5","12","5","9",
"방화","하남시","범죄건수[건]","건","3","2","4","3","3",
"방화","화성시","범죄건수[건]","건","17","16","14","18","9",
"방화","강릉시","범죄건수[건]","건","8","11","7","11","3",
"방화","동해시","범죄건수[건]","건","1","3","1","1","2",
"방화","삼척시","범죄건수[건]","건","3","1","3","1","1",
"방화","속초시","범죄건수[건]","건","2","2","2","1","4",
"방화","원주시","범죄건수[건]","건","15","13","10","5","9",
"방화","춘천시","범죄건수[건]","건","9","10","7","8","6",
"방화","태백시","범죄건수[건]","건","1","2","1","1","1",
"방화","제천시","범죄건수[건]","건","7","9","7","9","4",
"방화","청주시","범죄건수[건]","건","23","25","29","22","21",
"방화","충주시","범죄건수[건]","건","9","5","4","10","6",
"방화","계룡시","범죄건수[건]","건","2","2","-","-","-",
"방화","공주시","범죄건수[건]","건","5","2","6","5","1",
"방화","논산시","범죄건수[건]","건","6","7","10","8","2",
"방화","당진시","범죄건수[건]","건","1","15","8","8","9",
"방화","보령시","범죄건수[건]","건","3","2","5","3","1",
"방화","서산시","범죄건수[건]","건","8","6","6","8","3",
"방화","아산시","범죄건수[건]","건","16","12","11","9","4",
"방화","천안시","범죄건수[건]","건","30","26","26","18","22",
"방화","군산시","범죄건수[건]","건","7","11","14","12","11",
"방화","김제시","범죄건수[건]","건","1","2","3","4","3",
"방화","남원시","범죄건수[건]","건","2","3","1","2","1",
"방화","익산시","범죄건수[건]","건","13","12","10","7","7",
"방화","전주시","범죄건수[건]","건","12","11","13","11","16",
"방화","정읍시","범죄건수[건]","건","2","6","2","5","2",
"방화","광양시","범죄건수[건]","건","4","-","2","4","7",
"방화","나주시","범죄건수[건]","건","2","4","2","4","2",
"방화","목포시","범죄건수[건]","건","15","18","6","13","14",
"방화","순천시","범죄건수[건]","건","7","11","8","5","7",
"방화","여수시","범죄건수[건]","건","8","10","8","8","3",
"방화","경산시","범죄건수[건]","건","3","4","10","7","6",
"방화","경주시","범죄건수[건]","건","13","9","7","8","13",
"방화","구미시","범죄건수[건]","건","9","16","7","14","16",
"방화","김천시","범죄건수[건]","건","5","7","7","4","5",
"방화","문경시","범죄건수[건]","건","2","4","5","4","-",
"방화","상주시","범죄건수[건]","건","3","3","1","3","2",
"방화","안동시","범죄건수[건]","건","5","3","1","7","4",
"방화","영주시","범죄건수[건]","건","2","1","1","3","8",
"방화","영천시","범죄건수[건]","건","6","7","2","2","3",
"방화","포항시","범죄건수[건]","건","10","6","6","11","6",
"방화","거제시","범죄건수[건]","건","10","3","8","2","3",
"방화","김해시","범죄건수[건]","건","17","15","16","7","8",
"방화","밀양시","범죄건수[건]","건","5","3","6","4","3",
"방화","사천시","범죄건수[건]","건","2","3","4","1","2",
"방화","양산시","범죄건수[건]","건","5","10","9","9","15",
"방화","진주시","범죄건수[건]","건","6","20","7","5","10",
"방화","창원시","범죄건수[건]","건","29","14","24","19","22",
"방화","통영시","범죄건수[건]","건","-","1","214","3","3",
"방화","서귀포시","범죄건수[건]","건","11","3","8","10","8",
"방화","제주시","범죄건수[건]","건","15","12","13","20","17",
"방화","기타도시","범죄건수[건]","건","4","-","-","-","-",
"방화","도시이외","범죄건수[건]","건","135","113","122","128","112",
"절도범죄","계","범죄건수[건]","건","203037","183757","176809","186957","179517",
"절도범죄","서울","범죄건수[건]","건","46861","41144","39182","42224","38296",
"절도범죄","부산","범죄건수[건]","건","16777","15807","14373","14497","14189",
"절도범죄","대구","범죄건수[건]","건","9171","8310","8169","9249","8675",
"절도범죄","인천","범죄건수[건]","건","10025","9216","9473","10134","8991",
"절도범죄","광주","범죄건수[건]","건","6050","4821","4832","4922","4939",
"절도범죄","대전","범죄건수[건]","건","6981","6216","5540","5855","5259",
"절도범죄","울산","범죄건수[건]","건","4227","3578","3349","3215","3116",
"절도범죄","세종","범죄건수[건]","건","638","582","588","849","876",
"절도범죄","고양시","범죄건수[건]","건","2606","2488","2262","2399","2174",
"절도범죄","과천시","범죄건수[건]","건","159","202","175","190","127",
"절도범죄","광명시","범죄건수[건]","건","1221","1053","1027","1061","1093",
"절도범죄","광주시","범죄건수[건]","건","881","849","812","764","808",
"절도범죄","구리시","범죄건수[건]","건","936","800","833","831","618",
"절도범죄","군포시","범죄건수[건]","건","837","763","658","654","713",
"절도범죄","김포시","범죄건수[건]","건","1004","916","1010","977","1186",
"절도범죄","남양주시","범죄건수[건]","건","1470","1359","1274","1504","1353",
"절도범죄","동두천시","범죄건수[건]","건","342","350","329","352","266",
"절도범죄","부천시","범죄건수[건]","건","4471","4075","3715","3706","3550",
"절도범죄","성남시","범죄건수[건]","건","3963","3131","3126","3250","3021",
"절도범죄","수원시","범죄건수[건]","건","5610","5494","5381","5180","4868",
"절도범죄","시흥시","범죄건수[건]","건","1500","1293","1714","1769","1778",
"절도범죄","안산시","범죄건수[건]","건","3285","2904","3025","2971","3007",
"절도범죄","안성시","범죄건수[건]","건","791","618","620","651","789",
"절도범죄","안양시","범죄건수[건]","건","2003","1809","1662","1745","1822",
"절도범죄","양주시","범죄건수[건]","건","445","509","475","465","503",
"절도범죄","여주시","범죄건수[건]","건","450","408","414","420","395",
"절도범죄","오산시","범죄건수[건]","건","1017","830","870","927","890",
"절도범죄","용인시","범죄건수[건]","건","2468","2317","2201","2345","2587",
"절도범죄","의왕시","범죄건수[건]","건","232","207","216","277","238",
"절도범죄","의정부시","범죄건수[건]","건","1753","1603","1723","1604","1507",
"절도범죄","이천시","범죄건수[건]","건","632","622","781","829","775",
"절도범죄","파주시","범죄건수[건]","건","1291","1028","1112","939","987",
"절도범죄","평택시","범죄건수[건]","건","1813","2069","2060","2185","2058",
"절도범죄","포천시","범죄건수[건]","건","546","505","563","523","414",
"절도범죄","하남시","범죄건수[건]","건","528","507","546","737","823",
"절도범죄","화성시","범죄건수[건]","건","1866","2087","1935","2151","1898",
"절도범죄","강릉시","범죄건수[건]","건","786","674","658","726","640",
"절도범죄","동해시","범죄건수[건]","건","179","206","168","171","185",
"절도범죄","삼척시","범죄건수[건]","건","226","226","224","127","140",
"절도범죄","속초시","범죄건수[건]","건","310","308","228","287","281",
"절도범죄","원주시","범죄건수[건]","건","1310","1407","1065","1302","1150",
"절도범죄","춘천시","범죄건수[건]","건","1117","1067","878","879","945",
"절도범죄","태백시","범죄건수[건]","건","119","111","77","90","75",
"절도범죄","제천시","범죄건수[건]","건","463","479","308","386","373",
"절도범죄","청주시","범죄건수[건]","건","3711","3205","3333","3429","3211",
"절도범죄","충주시","범죄건수[건]","건","785","781","769","833","790",
"절도범죄","계룡시","범죄건수[건]","건","54","42","60","72","59",
"절도범죄","공주시","범죄건수[건]","건","439","533","371","372","277",
"절도범죄","논산시","범죄건수[건]","건","526","448","460","437","425",
"절도범죄","당진시","범죄건수[건]","건","615","555","573","544","526",
"절도범죄","보령시","범죄건수[건]","건","462","315","278","338","325",
"절도범죄","서산시","범죄건수[건]","건","674","664","595","467","590",
"절도범죄","아산시","범죄건수[건]","건","1256","1424","1164","1298","1201",
"절도범죄","천안시","범죄건수[건]","건","3277","2854","3252","3328","2865",
"절도범죄","군산시","범죄건수[건]","건","1010","1038","1025","929","1019",
"절도범죄","김제시","범죄건수[건]","건","243","164","161","219","216",
"절도범죄","남원시","범죄건수[건]","건","239","260","248","205","207",
"절도범죄","익산시","범죄건수[건]","건","1153","916","979","1095","1077",
"절도범죄","전주시","범죄건수[건]","건","2386","1953","2212","2202","2196",
"절도범죄","정읍시","범죄건수[건]","건","245","278","311","363","358",
"절도범죄","광양시","범죄건수[건]","건","401","356","321","374","408",
"절도범죄","나주시","범죄건수[건]","건","45","272","305","369","414",
"절도범죄","목포시","범죄건수[건]","건","1196","960","994","1162","1062",
"절도범죄","순천시","범죄건수[건]","건","884","810","740","782","907",
"절도범죄","여수시","범죄건수[건]","건","1076","841","809","921","872",
"절도범죄","경산시","범죄건수[건]","건","1319","1053","981","1085","1020",
"절도범죄","경주시","범죄건수[건]","건","1143","981","832","1023","892",
"절도범죄","구미시","범죄건수[건]","건","1562","1566","1360","1530","1787",
"절도범죄","김천시","범죄건수[건]","건","450","366","366","416","431",
"절도범죄","문경시","범죄건수[건]","건","228","154","142","169","166",
"절도범죄","상주시","범죄건수[건]","건","262","268","245","287","342",
"절도범죄","안동시","범죄건수[건]","건","574","480","408","459","444",
"절도범죄","영주시","범죄건수[건]","건","269","206","194","240","216",
"절도범죄","영천시","범죄건수[건]","건","344","331","364","358","380",
"절도범죄","포항시","범죄건수[건]","건","1942","2016","1702","2002","1963",
"절도범죄","거제시","범죄건수[건]","건","1114","979","795","822","833",
"절도범죄","김해시","범죄건수[건]","건","2380","2264","2408","2205","2441",
"절도범죄","밀양시","범죄건수[건]","건","413","286","246","300","314",
"절도범죄","사천시","범죄건수[건]","건","307","235","206","273","407",
"절도범죄","양산시","범죄건수[건]","건","974","824","984","1278","1340",
"절도범죄","진주시","범죄건수[건]","건","1700","1641","1723","1605","2050",
"절도범죄","창원시","범죄건수[건]","건","3760","3561","3377","3699","3902",
"절도범죄","통영시","범죄건수[건]","건","551","480","412","466","478",
"절도범죄","서귀포시","범죄건수[건]","건","927","864","858","907","1155",
"절도범죄","제주시","범죄건수[건]","건","2573","2359","2124","2325","2270",
"절도범죄","기타도시","범죄건수[건]","건","369","19","49","31","24",
"절도범죄","도시이외","범죄건수[건]","건","9839","9207","8442","9419","9279",
"폭력범죄","계","범죄건수[건]","건","309394","293086","287611","287913","265768",
"폭력범죄","서울","범죄건수[건]","건","64601","59401","56090","54688","48308",
"폭력범죄","부산","범죄건수[건]","건","20444","20497","19907","20668","19086",
"폭력범죄","대구","범죄건수[건]","건","14557","13690","13374","13387","12278",
"폭력범죄","인천","범죄건수[건]","건","19881","19410","19350","19663","17798",
"폭력범죄","광주","범죄건수[건]","건","8610","8367","8266","8683","7360",
"폭력범죄","대전","범죄건수[건]","건","9183","8810","9206","8213","8272",
"폭력범죄","울산","범죄건수[건]","건","7803","7359","6797","6062","5523",
"폭력범죄","세종","범죄건수[건]","건","822","716","711","873","873",
"폭력범죄","고양시","범죄건수[건]","건","4669","4890","5024","4808","4314",
"폭력범죄","과천시","범죄건수[건]","건","301","251","211","213","148",
"폭력범죄","광명시","범죄건수[건]","건","2078","1781","1626","1723","1650",
"폭력범죄","광주시","범죄건수[건]","건","1799","1834","1866","1853","1885",
"폭력범죄","구리시","범죄건수[건]","건","1549","1437","1551","1575","1075",
"폭력범죄","군포시","범죄건수[건]","건","1419","1283","1199","1179","1000",
"폭력범죄","김포시","범죄건수[건]","건","1298","1305","1939","1807","1860",
"폭력범죄","남양주시","범죄건수[건]","건","3391","2997","2982","2702","2514",
"폭력범죄","동두천시","범죄건수[건]","건","729","692","674","615","607",
"폭력범죄","부천시","범죄건수[건]","건","5836","5097","5136","5250","5084",
"폭력범죄","성남시","범죄건수[건]","건","5553","5165","5227","4919","4238",
"폭력범죄","수원시","범죄건수[건]","건","7883","7919","8071","7871","7016",
"폭력범죄","시흥시","범죄건수[건]","건","3143","2876","2848","3365","3028",
"폭력범죄","안산시","범죄건수[건]","건","5822","5273","4791","5103","4819",
"폭력범죄","안성시","범죄건수[건]","건","1127","1134","1129","1192","1268",
"폭력범죄","안양시","범죄건수[건]","건","3729","3596","3245","3082","2750",
"폭력범죄","양주시","범죄건수[건]","건","1323","1252","1327","1185","1229",
"폭력범죄","여주시","범죄건수[건]","건","688","735","641","633","701",
"폭력범죄","오산시","범죄건수[건]","건","1545","1474","1551","1677","1342",
"폭력범죄","용인시","범죄건수[건]","건","4043","3634","3341","3669","3293",
"폭력범죄","의왕시","범죄건수[건]","건","568","494","500","470","464",
"폭력범죄","의정부시","범죄건수[건]","건","3310","3331","3296","3465","3099",
"폭력범죄","이천시","범죄건수[건]","건","1498","1455","1615","1559","1366",
"폭력범죄","파주시","범죄건수[건]","건","2086","1851","2104","1968","1941",
"폭력범죄","평택시","범죄건수[건]","건","3829","3920","4119","4344","4123",
"폭력범죄","포천시","범죄건수[건]","건","1112","1126","987","1056","866",
"폭력범죄","하남시","범죄건수[건]","건","791","760","944","1003","1130",
"폭력범죄","화성시","범죄건수[건]","건","3119","3231","3459","4253","3924",
"폭력범죄","강릉시","범죄건수[건]","건","1829","1765","1527","1389","1290",
"폭력범죄","동해시","범죄건수[건]","건","706","664","609","556","470",
"폭력범죄","삼척시","범죄건수[건]","건","585","458","538","474","381",
"폭력범죄","속초시","범죄건수[건]","건","778","745","760","694","718",
"폭력범죄","원주시","범죄건수[건]","건","2944","2929","2167","1796","1625",
"폭력범죄","춘천시","범죄건수[건]","건","1819","1584","1433","1466","1340",
"폭력범죄","태백시","범죄건수[건]","건","387","295","266","295","244",
"폭력범죄","제천시","범죄건수[건]","건","801","691","600","588","625",
"폭력범죄","청주시","범죄건수[건]","건","5550","4879","4935","4686","4490",
"폭력범죄","충주시","범죄건수[건]","건","1046","937","947","959","871",
"폭력범죄","계룡시","범죄건수[건]","건","75","77","84","94","79",
"폭력범죄","공주시","범죄건수[건]","건","403","420","500","475","466",
"폭력범죄","논산시","범죄건수[건]","건","493","629","584","550","532",
"폭력범죄","당진시","범죄건수[건]","건","876","758","758","732","765",
"폭력범죄","보령시","범죄건수[건]","건","398","414","407","484","475",
"폭력범죄","서산시","범죄건수[건]","건","893","948","1114","994","924",
"폭력범죄","아산시","범죄건수[건]","건","1866","1896","1975","2013","1869",
"폭력범죄","천안시","범죄건수[건]","건","3597","3997","4022","3424","3025",
"폭력범죄","군산시","범죄건수[건]","건","1773","1622","1609","1657","1531",
"폭력범죄","김제시","범죄건수[건]","건","447","429","412","388","426",
"폭력범죄","남원시","범죄건수[건]","건","468","445","379","352","345",
"폭력범죄","익산시","범죄건수[건]","건","1703","1483","1690","1613","1410",
"폭력범죄","전주시","범죄건수[건]","건","3087","3124","3037","2988","3075",
"폭력범죄","정읍시","범죄건수[건]","건","573","537","502","498","538",
"폭력범죄","광양시","범죄건수[건]","건","687","728","777","758","729",
"폭력범죄","나주시","범죄건수[건]","건","47","382","435","415","465",
"폭력범죄","목포시","범죄건수[건]","건","2172","1927","1889","1960","1651",
"폭력범죄","순천시","범죄건수[건]","건","1709","1713","1531","1689","1480",
"폭력범죄","여수시","범죄건수[건]","건","2017","1959","2052","2024","1540",
"폭력범죄","경산시","범죄건수[건]","건","1650","1589","1518","1654","1361",
"폭력범죄","경주시","범죄건수[건]","건","1308","1148","1091","1257","1115",
"폭력범죄","구미시","범죄건수[건]","건","2173","1922","1784","1938","1797",
"폭력범죄","김천시","범죄건수[건]","건","769","669","692","825","874",
"폭력범죄","문경시","범죄건수[건]","건","357","360","335","367","306",
"폭력범죄","상주시","범죄건수[건]","건","410","367","382","428","369",
"폭력범죄","안동시","범죄건수[건]","건","1056","948","834","850","1079",
"폭력범죄","영주시","범죄건수[건]","건","488","432","431","523","429",
"폭력범죄","영천시","범죄건수[건]","건","524","485","487","518","543",
"폭력범죄","포항시","범죄건수[건]","건","2679","2793","2589","2771","2400",
"폭력범죄","거제시","범죄건수[건]","건","1685","1565","1164","1348","1482",
"폭력범죄","김해시","범죄건수[건]","건","3193","3098","3043","3220","2761",
"폭력범죄","밀양시","범죄건수[건]","건","496","453","431","478","481",
"폭력범죄","사천시","범죄건수[건]","건","590","634","605","665","652",
"폭력범죄","양산시","범죄건수[건]","건","1492","1295","1324","1694","1662",
"폭력범죄","진주시","범죄건수[건]","건","1752","1679","1627","1671","1896",
"폭력범죄","창원시","범죄건수[건]","건","5615","5358","5428","5362","5197",
"폭력범죄","통영시","범죄건수[건]","건","985","877","905","869","931",
"폭력범죄","서귀포시","범죄건수[건]","건","1632","1450","1468","1304","1344",
"폭력범죄","제주시","범죄건수[건]","건","4471","3853","3924","3843","3997",
"폭력범죄","기타도시","범죄건수[건]","건","493","124","180","289","365",
"폭력범죄","도시이외","범죄건수[건]","건","15708","14509","14726","15252","15116",
"상해","계","범죄건수[건]","건","50028","44611","39766","36858","32904",
"상해","서울","범죄건수[건]","건","6949","6016","5119","4598","3858",
"상해","부산","범죄건수[건]","건","4637","4220","3709","3450","2935",
"상해","대구","범죄건수[건]","건","2863","2781","2520","2233","1971",
"상해","인천","범죄건수[건]","건","2289","2074","1839","1634","1594",
"상해","광주","범죄건수[건]","건","1309","1171","1039","1013","822",
"상해","대전","범죄건수[건]","건","1415","1165","1012","948","867",
"상해","울산","범죄건수[건]","건","1422","1409","1127","1027","944",
"상해","세종","범죄건수[건]","건","162","152","130","143","139",
